Boundary	Data 3SVJ_NonClosure	Data 3SVJ_NC_err	Background MC 3SVJ_NonClosure	Background MC 3SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.03262	0.29010	-0.23763	0.28413	0.27026	0.40606
0.32069	-0.04204	0.29826	-0.16702	0.25851	0.12498	0.39470
0.34138	-0.29713	0.35427	-0.04847	0.21977	-0.24866	0.41690
0.36207	-0.24242	0.32170	-0.11091	0.22139	-0.13152	0.39052
0.38276	-0.24921	0.31275	-0.10441	0.21035	-0.14479	0.37691
0.40345	-0.10642	0.26727	0.03872	0.20897	-0.14514	0.33927
0.42414	-0.03117	0.23986	0.03791	0.20312	-0.06909	0.31431
0.44483	-0.10649	0.24752	0.02960	0.19756	-0.13609	0.31669
0.46552	-0.06718	0.23459	0.02179	0.18913	-0.08898	0.30134
0.48621	-0.08037	0.23190	-0.07082	0.21002	-0.00954	0.31287
0.50690	-0.15150	0.24039	0.08649	0.18319	-0.23799	0.30224
0.52759	-0.15900	0.23669	0.03585	0.19536	-0.19486	0.30690
0.54828	-0.04673	0.20906	0.02211	0.19212	-0.06884	0.28393
0.56897	-0.00892	0.19716	-0.00549	0.19256	-0.00343	0.27559
0.58966	0.07049	0.17832	0.02303	0.18614	0.04747	0.25777
0.61034	0.02667	0.18264	0.00019	0.18904	0.02648	0.26286
0.63103	0.12252	0.16193	0.01077	0.18460	0.11175	0.24556
0.65172	0.01368	0.17800	-0.17863	0.21996	0.19232	0.28296
0.67241	0.06068	0.16631	-0.23056	0.22656	0.29124	0.28105
0.69310	-0.05252	0.18355	-0.32034	0.23704	0.26783	0.29980
0.71379	0.01863	0.16878	-0.33846	0.23594	0.35709	0.29009
0.73448	0.00410	0.16885	-0.37259	0.23736	0.37669	0.29129
0.75517	0.03914	0.15984	-0.27625	0.21869	0.31539	0.27088
0.77586	0.12059	0.14424	-0.28576	0.21654	0.40635	0.26018
0.79655	0.15461	0.13455	-0.35291	0.21874	0.50752	0.25681
0.81724	0.02466	0.15163	-0.23667	0.19225	0.26133	0.24485
0.83793	-0.04550	0.15634	-0.21753	0.18599	0.17203	0.24297
0.85862	-0.00604	0.14572	-0.21737	0.17841	0.21134	0.23036
0.87931	-0.04282	0.14700	-0.28273	0.18518	0.23991	0.23644
0.90000	-0.02576	0.13991	-0.36306	0.19972	0.33729	0.24385
