Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.08333	0.27060	-0.19849	0.27168	0.28183	0.38345
0.32069	0.02915	0.27319	-0.11687	0.24469	0.14602	0.36675
0.34138	-0.21187	0.32403	0.00861	0.20495	-0.22048	0.38341
0.36207	-0.17872	0.29825	-0.04505	0.20512	-0.13367	0.36198
0.38276	-0.18322	0.28909	-0.03805	0.19403	-0.14517	0.34817
0.40345	-0.05946	0.25040	0.06203	0.19631	-0.12149	0.31818
0.42414	0.00723	0.22586	0.06506	0.19022	-0.05783	0.29529
0.44483	-0.05948	0.23166	0.05829	0.18415	-0.11778	0.29593
0.46552	-0.04178	0.22389	0.04552	0.17729	-0.08730	0.28558
0.48621	-0.10275	0.23037	-0.06263	0.19958	-0.04012	0.30480
0.50690	-0.15025	0.23391	0.08508	0.17616	-0.23533	0.29282
0.52759	-0.15352	0.22928	0.10109	0.18263	-0.25460	0.29313
0.54828	-0.11701	0.21661	0.09261	0.17864	-0.20962	0.28077
0.56897	-0.09909	0.20857	0.06065	0.18043	-0.15974	0.27578
0.58966	0.00474	0.18515	0.06501	0.17880	-0.06026	0.25739
0.61034	-0.02394	0.18589	0.04838	0.17926	-0.07232	0.25825
0.63103	0.05751	0.16800	0.07148	0.17254	-0.01396	0.24082
0.65172	-0.02462	0.17866	-0.10577	0.21014	0.08115	0.27582
0.67241	0.03906	0.16407	-0.13787	0.21321	0.17693	0.26903
0.69310	-0.07116	0.18044	-0.22285	0.22353	0.15168	0.28727
0.71379	0.03159	0.16081	-0.24150	0.22301	0.27309	0.27494
0.73448	0.04121	0.15721	-0.26236	0.22319	0.30357	0.27300
0.75517	0.05721	0.15198	-0.18309	0.20714	0.24030	0.25692
0.77586	0.14376	0.13600	-0.17865	0.20317	0.32241	0.24449
0.79655	0.16837	0.12832	-0.24683	0.20647	0.41520	0.24309
0.81724	0.07156	0.13986	-0.32343	0.20601	0.39499	0.24900
0.83793	-0.00829	0.14607	-0.30342	0.19839	0.29513	0.24636
0.85862	0.04832	0.13266	-0.29890	0.18915	0.34722	0.23103
0.87931	-0.00617	0.13667	-0.38343	0.20002	0.37726	0.24226
0.90000	-0.00787	0.13215	-0.44958	0.21006	0.44172	0.24817
