Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.00235	0.06989	-0.08994	0.12609	0.08759	0.14417
0.32069	0.01289	0.06785	-0.15999	0.14598	0.17288	0.16098
0.34138	0.01862	0.06402	-0.14084	0.13777	0.15946	0.15192
0.36207	-0.00984	0.06594	-0.12575	0.13804	0.11591	0.15298
0.38276	-0.03792	0.06629	-0.10001	0.13228	0.06209	0.14796
0.40345	-0.04334	0.06619	-0.06241	0.12997	0.01908	0.14585
0.42414	-0.03803	0.06554	-0.05465	0.13057	0.01662	0.14610
0.44483	0.00009	0.06323	0.00600	0.13165	-0.00590	0.14605
0.46552	-0.02863	0.06395	0.00323	0.12587	-0.03187	0.14119
0.48621	-0.04120	0.06406	0.00659	0.12166	-0.04779	0.13750
0.50690	-0.02185	0.05850	0.08362	0.10164	-0.10547	0.11727
0.52759	-0.03418	0.05782	0.05358	0.10383	-0.08776	0.11885
0.54828	-0.00495	0.05546	0.01544	0.10947	-0.02039	0.12272
0.56897	-0.02296	0.05539	0.00646	0.10229	-0.02941	0.11633
0.58966	-0.04646	0.05548	0.00507	0.10021	-0.05153	0.11454
0.61034	-0.02365	0.05173	0.04766	0.09498	-0.07131	0.10816
0.63103	-0.03201	0.05113	0.02706	0.09650	-0.05907	0.10921
0.65172	-0.02738	0.04995	0.03199	0.09377	-0.05937	0.10624
0.67241	-0.04409	0.04761	0.06399	0.08417	-0.10807	0.09670
0.69310	-0.03822	0.04602	0.06133	0.08110	-0.09955	0.09325
0.71379	-0.05582	0.04755	0.03381	0.09093	-0.08962	0.10261
0.73448	-0.05526	0.04622	0.03447	0.08881	-0.08973	0.10012
0.75517	-0.06649	0.04524	0.01590	0.08885	-0.08239	0.09970
0.77586	-0.07608	0.04442	-0.01132	0.08841	-0.06477	0.09894
0.79655	-0.06851	0.04282	0.01018	0.08424	-0.07869	0.09450
0.81724	-0.06524	0.04133	0.06922	0.07732	-0.13447	0.08767
0.83793	-0.06487	0.03809	0.05591	0.07207	-0.12078	0.08152
0.85862	-0.05801	0.03658	0.05333	0.06978	-0.11133	0.07879
0.87931	-0.05341	0.03519	0.04424	0.06764	-0.09765	0.07625
0.90000	-0.04561	0.03335	0.01352	0.06780	-0.05913	0.07555
