Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.01690	0.16381	0.33564	0.16144	-0.35254	0.22999
0.32069	0.10132	0.14095	0.34602	0.15304	-0.24470	0.20806
0.34138	0.08132	0.14010	0.40329	0.13390	-0.32198	0.19380
0.36207	0.11596	0.13075	0.39127	0.13307	-0.27532	0.18656
0.38276	0.12972	0.12515	0.38192	0.12939	-0.25220	0.18002
0.40345	0.08420	0.12838	0.30924	0.14214	-0.22504	0.19153
0.42414	0.09891	0.12285	0.32003	0.13617	-0.22112	0.18339
0.44483	0.02023	0.13061	0.34052	0.12531	-0.32030	0.18100
0.46552	-0.03547	0.13497	0.32673	0.12299	-0.36219	0.18260
0.48621	-0.02318	0.12983	0.28037	0.12667	-0.30355	0.18139
0.50690	-0.08420	0.13333	0.22826	0.13041	-0.31246	0.18651
0.52759	-0.10881	0.13334	0.13115	0.14057	-0.23996	0.19375
0.54828	-0.05991	0.12366	0.07371	0.14539	-0.13362	0.19087
0.56897	-0.03693	0.11745	0.00615	0.15137	-0.04308	0.19159
0.58966	-0.06880	0.11686	0.07326	0.13466	-0.14207	0.17830
0.61034	-0.08742	0.11411	-0.02231	0.15211	-0.06510	0.19016
0.63103	-0.10921	0.11368	-0.01452	0.14758	-0.09469	0.18629
0.65172	-0.13744	0.11384	0.00393	0.14438	-0.14137	0.18386
0.67241	-0.10610	0.10690	-0.05018	0.14764	-0.05592	0.18228
0.69310	-0.16362	0.10965	-0.02472	0.13932	-0.13891	0.17729
0.71379	-0.17086	0.10715	-0.00576	0.13268	-0.16510	0.17054
0.73448	-0.14172	0.10124	-0.03906	0.13192	-0.10265	0.16629
0.75517	-0.16468	0.10025	-0.07568	0.13319	-0.08900	0.16670
0.77586	-0.12375	0.09365	-0.08335	0.12968	-0.04040	0.15996
0.79655	-0.08251	0.08749	-0.03094	0.11887	-0.05158	0.14760
0.81724	-0.06287	0.08295	-0.01779	0.11266	-0.04509	0.13990
0.83793	-0.12058	0.08456	-0.05639	0.11325	-0.06419	0.14134
0.85862	-0.14074	0.08267	-0.03375	0.10759	-0.10699	0.13568
0.87931	-0.12701	0.07807	-0.07131	0.10723	-0.05570	0.13264
0.90000	-0.12386	0.07358	-0.08164	0.10649	-0.04222	0.12944
