Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.02320	0.04317	-0.05231	0.06687	0.07550	0.07960
0.32069	0.02751	0.04240	-0.01778	0.06225	0.04530	0.07532
0.34138	0.00728	0.04289	0.00950	0.06069	-0.00223	0.07432
0.36207	-0.01985	0.04385	0.04839	0.05743	-0.06824	0.07226
0.38276	-0.03610	0.04366	0.03920	0.05681	-0.07530	0.07165
0.40345	-0.03011	0.04293	0.05209	0.05509	-0.08220	0.06985
0.42414	-0.05439	0.04374	0.02429	0.05573	-0.07867	0.07085
0.44483	-0.07478	0.04413	0.00465	0.05623	-0.07942	0.07148
0.46552	-0.07131	0.04298	-0.01402	0.05590	-0.05729	0.07051
0.48621	-0.06075	0.04190	-0.04229	0.05578	-0.01846	0.06977
0.50690	-0.05898	0.04107	-0.05585	0.05551	-0.00313	0.06906
0.52759	-0.06195	0.04022	-0.08331	0.05582	0.02136	0.06880
0.54828	-0.06236	0.03953	-0.08728	0.05517	0.02492	0.06787
0.56897	-0.06917	0.03894	-0.10801	0.05472	0.03884	0.06717
0.58966	-0.07049	0.03833	-0.10120	0.05362	0.03071	0.06591
0.61034	-0.08128	0.03713	-0.10209	0.05165	0.02081	0.06361
0.63103	-0.06419	0.03582	-0.10701	0.05154	0.04282	0.06277
0.65172	-0.09156	0.03620	-0.10226	0.05050	0.01070	0.06213
0.67241	-0.08848	0.03530	-0.12307	0.05060	0.03458	0.06170
0.69310	-0.07610	0.03393	-0.11115	0.04910	0.03505	0.05968
0.71379	-0.07964	0.03326	-0.12101	0.04848	0.04138	0.05879
0.73448	-0.07783	0.03237	-0.10399	0.04646	0.02616	0.05663
0.75517	-0.09452	0.03186	-0.09704	0.04475	0.00252	0.05493
0.77586	-0.07955	0.03055	-0.07432	0.04378	-0.00523	0.05338
0.79655	-0.08818	0.02990	-0.06173	0.04189	-0.02646	0.05147
0.81724	-0.09274	0.02900	-0.05315	0.04034	-0.03959	0.04968
0.83793	-0.09028	0.02785	-0.06190	0.03929	-0.02838	0.04816
0.85862	-0.09457	0.02694	-0.06620	0.03783	-0.02836	0.04644
0.87931	-0.10071	0.02611	-0.06813	0.03651	-0.03259	0.04489
0.90000	-0.08507	0.02442	-0.08356	0.03528	-0.00151	0.04291
