Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.03549	0.02569	-0.03025	0.04113	-0.00524	0.04850
0.32069	-0.03182	0.02561	-0.01183	0.03959	-0.01998	0.04715
0.34138	-0.02812	0.02512	-0.02004	0.03975	-0.00807	0.04702
0.36207	-0.02849	0.02557	-0.02573	0.04013	-0.00275	0.04758
0.38276	-0.02122	0.02504	-0.03931	0.03973	0.01809	0.04696
0.40345	-0.03548	0.02549	-0.02004	0.03777	-0.01544	0.04557
0.42414	-0.03774	0.02572	-0.01455	0.03785	-0.02319	0.04576
0.44483	-0.05473	0.02676	-0.01334	0.03927	-0.04138	0.04752
0.46552	-0.03148	0.02559	-0.01116	0.03859	-0.02031	0.04631
0.48621	-0.02231	0.02541	-0.00632	0.03854	-0.01599	0.04616
0.50690	-0.00770	0.02371	0.00790	0.03820	-0.01560	0.04496
0.52759	-0.00857	0.02324	0.02402	0.03749	-0.03259	0.04411
0.54828	-0.00706	0.02326	0.01502	0.03744	-0.02209	0.04408
0.56897	0.00426	0.02298	0.00293	0.03857	0.00133	0.04490
0.58966	0.00687	0.02298	-0.01115	0.03885	0.01802	0.04514
0.61034	0.00093	0.02229	-0.01259	0.03735	0.01352	0.04350
0.63103	0.00453	0.02226	-0.01885	0.03790	0.02338	0.04396
0.65172	0.00244	0.02226	-0.01474	0.03852	0.01718	0.04448
0.67241	-0.00056	0.02153	-0.02168	0.03768	0.02112	0.04339
0.69310	-0.00045	0.02110	-0.01396	0.03628	0.01351	0.04197
0.71379	-0.00707	0.02207	-0.00582	0.03644	-0.00125	0.04260
0.73448	-0.01241	0.02217	-0.02376	0.03638	0.01135	0.04261
0.75517	-0.01562	0.02183	-0.03819	0.03587	0.02257	0.04199
0.77586	-0.02195	0.02191	-0.01648	0.03620	-0.00548	0.04232
0.79655	-0.02938	0.02205	-0.00725	0.03612	-0.02213	0.04232
0.81724	-0.02082	0.02175	-0.00633	0.03597	-0.01449	0.04203
0.83793	-0.02259	0.02038	-0.01929	0.03451	-0.00330	0.04008
0.85862	-0.02285	0.02020	-0.01759	0.03432	-0.00527	0.03983
0.87931	-0.02646	0.01988	-0.03191	0.03406	0.00546	0.03943
0.90000	-0.02275	0.01707	-0.01448	0.02930	-0.00827	0.03391
