Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	nan	nan	nan	nan	nan	nan
0.32069	nan	nan	nan	nan	nan	nan
0.34138	nan	nan	nan	nan	nan	nan
0.36207	nan	nan	nan	nan	nan	nan
0.38276	nan	nan	nan	nan	nan	nan
0.40345	nan	nan	nan	nan	nan	nan
0.42414	nan	nan	nan	nan	nan	nan
0.44483	nan	nan	nan	nan	nan	nan
0.46552	nan	nan	nan	nan	nan	nan
0.48621	nan	nan	-inf	nan	nan	nan
0.50690	nan	nan	0.36233	0.99798	nan	nan
0.52759	nan	nan	0.36233	0.99798	nan	nan
0.54828	nan	nan	0.36233	0.99798	nan	nan
0.56897	nan	nan	0.36233	0.99798	nan	nan
0.58966	nan	nan	0.36233	0.99798	nan	nan
0.61034	-inf	nan	0.36233	0.99798	-inf	nan
0.63103	-inf	nan	0.45086	0.86425	-inf	nan
0.65172	-inf	nan	0.45086	0.86425	-inf	nan
0.67241	-inf	nan	-0.02533	1.63145	-inf	nan
0.69310	-inf	nan	-0.02533	1.63145	-inf	nan
0.71379	nan	nan	-2.80604	6.15748	nan	nan
0.73448	nan	nan	-0.89334	2.77740	nan	nan
0.75517	nan	nan	-0.89334	2.77740	nan	nan
0.77586	nan	nan	0.28076	1.14293	nan	nan
0.79655	nan	nan	-0.08075	1.77171	nan	nan
0.81724	nan	nan	-0.08075	1.77171	nan	nan
0.83793	nan	nan	-0.37308	2.20219	nan	nan
0.85862	nan	nan	-1.22822	3.26853	nan	nan
0.87931	nan	nan	-1.22024	3.24621	nan	nan
0.90000	nan	nan	-0.36816	1.63161	nan	nan
