Boundary	Data 2SVJ_NonClosure	Data 2SVJ_NC_err	Background MC 2SVJ_NonClosure	Background MC 2SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.00806	0.04783	-0.04690	0.05888	0.05496	0.07586
0.31897	0.00806	0.04783	-0.04690	0.05888	0.05496	0.07586
0.33793	0.01604	0.04869	-0.04752	0.05876	0.06355	0.07631
0.35690	0.01604	0.04869	-0.04752	0.05876	0.06355	0.07631
0.37586	0.01232	0.05036	-0.05043	0.05871	0.06276	0.07735
0.39483	0.01232	0.05036	-0.05043	0.05871	0.06276	0.07735
0.41379	0.02775	0.05022	-0.04628	0.05785	0.07403	0.07660
0.43276	0.02775	0.05022	-0.04628	0.05785	0.07403	0.07660
0.45172	0.04230	0.04946	-0.07020	0.05730	0.11250	0.07569
0.47069	0.02775	0.04743	-0.05384	0.05390	0.08159	0.07180
0.48966	0.01622	0.05027	-0.06097	0.05596	0.07718	0.07522
0.50862	0.03587	0.04654	-0.06499	0.05246	0.10086	0.07012
0.52759	0.02785	0.04917	-0.04018	0.05287	0.06804	0.07220
0.54655	0.01608	0.04932	-0.00483	0.05130	0.02091	0.07116
0.56552	0.01162	0.04934	-0.00584	0.05107	0.01746	0.07101
0.58448	-0.01436	0.04972	-0.01399	0.04890	-0.00038	0.06974
0.60345	-0.01763	0.04689	-0.01372	0.04560	-0.00391	0.06541
0.62241	-0.01657	0.04890	-0.00829	0.04749	-0.00828	0.06817
0.64138	-0.03901	0.04719	-0.03228	0.04573	-0.00673	0.06571
0.66034	-0.03496	0.04894	-0.04405	0.04793	0.00908	0.06851
0.67931	-0.03517	0.04579	-0.05851	0.04595	0.02334	0.06487
0.69828	-0.05003	0.04862	-0.05915	0.04763	0.00913	0.06806
0.71724	-0.02777	0.04425	-0.04310	0.04380	0.01533	0.06226
0.73621	-0.00386	0.04161	-0.04975	0.04257	0.04589	0.05953
0.75517	-0.00969	0.04164	-0.04586	0.04191	0.03617	0.05908
0.77414	-0.02447	0.04048	-0.04811	0.04065	0.02364	0.05736
0.79310	-0.02076	0.04012	-0.04837	0.04041	0.02761	0.05695
0.81207	-0.01445	0.03792	-0.05338	0.03786	0.03893	0.05358
0.83103	-0.01209	0.03761	-0.05145	0.03722	0.03937	0.05291
0.85000	-0.00506	0.03556	-0.05405	0.03511	0.04900	0.04997
