Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.02302	0.02233	-0.04000	0.01443	0.06302	0.02659
0.31897	0.02302	0.02233	-0.04000	0.01443	0.06302	0.02659
0.33793	0.02552	0.02290	-0.03170	0.01463	0.05722	0.02718
0.35690	0.02552	0.02290	-0.03170	0.01463	0.05722	0.02718
0.37586	0.01296	0.02361	-0.02835	0.01523	0.04130	0.02810
0.39483	0.01296	0.02361	-0.02835	0.01523	0.04130	0.02810
0.41379	0.01063	0.02394	-0.02999	0.01594	0.04062	0.02876
0.43276	0.01063	0.02394	-0.02999	0.01594	0.04062	0.02876
0.45172	0.00658	0.02419	-0.03045	0.01624	0.03702	0.02914
0.47069	0.00126	0.02305	-0.03220	0.01529	0.03346	0.02766
0.48966	-0.00034	0.02429	-0.03108	0.01631	0.03074	0.02926
0.50862	-0.00190	0.02299	-0.02824	0.01544	0.02634	0.02769
0.52759	-0.00157	0.02413	-0.02838	0.01644	0.02681	0.02919
0.54655	-0.01130	0.02408	-0.03063	0.01638	0.01933	0.02913
0.56552	-0.01229	0.02400	-0.02980	0.01633	0.01751	0.02903
0.58448	-0.01891	0.02386	-0.04420	0.01670	0.02530	0.02912
0.60345	-0.01726	0.02239	-0.04401	0.01583	0.02674	0.02742
0.62241	-0.01319	0.02330	-0.04361	0.01669	0.03042	0.02866
0.64138	-0.00804	0.02166	-0.03130	0.01562	0.02325	0.02670
0.66034	-0.01618	0.02279	-0.02879	0.01627	0.01261	0.02800
0.67931	-0.00403	0.02093	-0.02589	0.01502	0.02186	0.02576
0.69828	-0.00318	0.02176	-0.02437	0.01581	0.02119	0.02689
0.71724	-0.00242	0.02020	-0.02801	0.01472	0.02559	0.02500
0.73621	0.00120	0.01942	-0.01561	0.01392	0.01681	0.02389
0.75517	0.00163	0.01931	-0.01546	0.01389	0.01709	0.02378
0.77414	0.00361	0.01848	0.00016	0.01329	0.00345	0.02276
0.79310	0.00537	0.01834	-0.00026	0.01326	0.00563	0.02263
0.81207	0.01477	0.01737	0.00279	0.01285	0.01198	0.02161
0.83103	0.01546	0.01726	0.00588	0.01278	0.00959	0.02148
0.85000	0.01279	0.01639	0.00948	0.01237	0.00331	0.02053
