Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.00284	0.07216	-0.01692	0.14838	0.01408	0.16500
225.86207	-0.00793	0.07199	-0.01778	0.14603	0.00985	0.16281
226.72414	-0.02888	0.06925	-0.13152	0.15302	0.10264	0.16796
227.58621	-0.02638	0.06849	-0.12876	0.15183	0.10238	0.16656
228.44828	-0.04416	0.06904	-0.13710	0.15190	0.09293	0.16685
229.31034	-0.03701	0.06799	-0.14012	0.15147	0.10310	0.16603
230.17241	-0.03890	0.06760	-0.14153	0.15053	0.10263	0.16501
231.03448	-0.04097	0.06853	-0.16032	0.15024	0.11935	0.16514
231.89655	-0.03720	0.06771	-0.16466	0.14904	0.12746	0.16370
232.75862	-0.02852	0.06666	-0.16601	0.14801	0.13749	0.16232
233.62069	-0.04629	0.06306	-0.07864	0.12835	0.03234	0.14300
234.48276	-0.05313	0.06295	-0.08557	0.12825	0.03244	0.14286
235.34483	-0.05158	0.06249	-0.10023	0.12882	0.04865	0.14318
236.20690	-0.04795	0.06197	-0.10068	0.12809	0.05273	0.14230
237.06897	-0.04330	0.06129	-0.09929	0.12716	0.05599	0.14116
237.93103	-0.03901	0.06062	-0.09260	0.12541	0.05359	0.13929
238.79310	-0.02771	0.05960	-0.09116	0.12425	0.06345	0.13780
239.65517	-0.01524	0.05851	-0.09632	0.12416	0.08108	0.13725
240.51724	-0.01046	0.05538	-0.05376	0.11329	0.04330	0.12610
241.37931	-0.01363	0.05481	-0.09669	0.11859	0.08306	0.13064
242.24138	-0.01931	0.05639	-0.12544	0.12711	0.10613	0.13906
243.10345	-0.02490	0.05591	-0.12160	0.12576	0.09670	0.13763
243.96552	-0.01600	0.05496	-0.12473	0.12514	0.10873	0.13668
244.82759	-0.02070	0.05478	-0.12880	0.12448	0.10810	0.13600
245.68966	-0.01994	0.05435	-0.15793	0.12952	0.13800	0.14047
246.55172	-0.03024	0.05438	-0.15619	0.12860	0.12596	0.13963
247.41379	-0.07567	0.05378	-0.12425	0.11811	0.04858	0.12978
248.27586	-0.06703	0.05303	-0.09256	0.11536	0.02554	0.12696
249.13793	-0.06159	0.05248	-0.09047	0.11465	0.02889	0.12609
250.00000	-0.04525	0.05122	-0.06144	0.11100	0.01619	0.12225
