Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.12578	0.21394	-0.04402	0.25431	-0.08176	0.33233
0.32069	-0.10481	0.20465	-0.22153	0.28320	0.11672	0.34941
0.34138	-0.10491	0.19826	-0.23285	0.27409	0.12794	0.33828
0.36207	0.02295	0.17022	-0.34767	0.30079	0.37062	0.34562
0.38276	0.05405	0.15959	-0.29752	0.27676	0.35156	0.31948
0.40345	0.04866	0.15579	-0.32775	0.27890	0.37641	0.31946
0.42414	0.12677	0.14069	-0.26534	0.26018	0.39210	0.29578
0.44483	0.10050	0.14242	-0.27587	0.25226	0.37638	0.28969
0.46552	0.06277	0.14298	-0.35449	0.25101	0.41726	0.28888
0.48621	0.04893	0.13981	-0.37985	0.25665	0.42878	0.29226
0.50690	-0.05959	0.15097	-0.34962	0.24178	0.29003	0.28504
0.52759	-0.06867	0.14795	-0.20914	0.21429	0.14046	0.26040
0.54828	-0.12652	0.15097	-0.22164	0.20701	0.09512	0.25621
0.56897	-0.06757	0.13910	-0.18125	0.19184	0.11369	0.23696
0.58966	-0.07085	0.13493	-0.12672	0.18117	0.05586	0.22590
0.61034	-0.04854	0.12680	0.01255	0.15241	-0.06109	0.19825
0.63103	-0.07356	0.12638	0.04175	0.14193	-0.11531	0.19004
0.65172	-0.06586	0.12232	0.12264	0.12529	-0.18850	0.17510
0.67241	-0.14587	0.12823	0.08487	0.12984	-0.23074	0.18249
0.69310	-0.14292	0.12401	0.11522	0.12406	-0.25814	0.17541
0.71379	-0.14249	0.12033	0.12196	0.11797	-0.26445	0.16851
0.73448	-0.14492	0.11667	0.09090	0.11730	-0.23582	0.16545
0.75517	-0.13185	0.11236	0.08294	0.11369	-0.21479	0.15985
0.77586	-0.12576	0.10784	0.06970	0.11185	-0.19546	0.15538
0.79655	-0.09985	0.10178	0.06212	0.11190	-0.16197	0.15126
0.81724	-0.16295	0.10436	0.01475	0.11522	-0.17770	0.15545
0.83793	-0.17216	0.10184	-0.04192	0.11825	-0.13023	0.15606
0.85862	-0.16128	0.09703	-0.08697	0.11728	-0.07430	0.15222
0.87931	-0.11417	0.08883	-0.16272	0.12065	0.04855	0.14982
0.90000	-0.14484	0.08652	-0.17044	0.11577	0.02559	0.14453
