Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.07463	0.02225	-0.07780	0.01963	0.00317	0.02967
0.32069	-0.07179	0.02213	-0.08632	0.01984	0.01453	0.02972
0.34138	-0.06931	0.02255	-0.09246	0.02072	0.02315	0.03063
0.36207	-0.06531	0.02294	-0.08170	0.02070	0.01639	0.03090
0.38276	-0.05605	0.02261	-0.06926	0.02037	0.01322	0.03043
0.40345	-0.02693	0.02229	-0.07225	0.02105	0.04532	0.03066
0.42414	-0.02497	0.02247	-0.06976	0.02134	0.04479	0.03099
0.44483	-0.02404	0.02268	-0.05572	0.02132	0.03168	0.03112
0.46552	-0.02095	0.02227	-0.05405	0.02147	0.03309	0.03093
0.48621	-0.03193	0.02262	-0.05678	0.02200	0.02485	0.03155
0.50690	-0.02084	0.02232	-0.05465	0.02170	0.03381	0.03113
0.52759	-0.01348	0.02177	-0.06462	0.02167	0.05114	0.03072
0.54828	-0.00068	0.02140	-0.05922	0.02181	0.05853	0.03056
0.56897	-0.00651	0.02139	-0.06315	0.02248	0.05663	0.03103
0.58966	0.00317	0.02097	-0.04976	0.02203	0.05293	0.03041
0.61034	0.00487	0.02010	-0.05325	0.02118	0.05812	0.02920
0.63103	0.00761	0.01984	-0.05582	0.02140	0.06343	0.02918
0.65172	0.00229	0.01972	-0.05452	0.02172	0.05681	0.02934
0.67241	0.00542	0.01940	-0.06679	0.02165	0.07220	0.02907
0.69310	0.00108	0.01899	-0.06801	0.02105	0.06910	0.02835
0.71379	0.00086	0.01862	-0.08468	0.02115	0.08554	0.02818
0.73448	-0.00233	0.01832	-0.06989	0.02044	0.06756	0.02745
0.75517	0.00305	0.01762	-0.06053	0.01958	0.06358	0.02634
0.77586	0.00135	0.01722	-0.05842	0.01924	0.05977	0.02582
0.79655	0.00279	0.01673	-0.04646	0.01867	0.04924	0.02507
0.81724	0.01155	0.01612	-0.03766	0.01817	0.04921	0.02429
0.83793	0.00883	0.01564	-0.03578	0.01766	0.04461	0.02359
0.85862	0.01592	0.01513	-0.03373	0.01728	0.04965	0.02297
0.87931	0.01947	0.01471	-0.04666	0.01723	0.06613	0.02266
0.90000	0.03032	0.01399	-0.03517	0.01651	0.06549	0.02164
