Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.06366	0.08948	-0.07216	0.08608	0.00851	0.12416
0.32069	-0.03387	0.08416	-0.07388	0.08223	0.04001	0.11766
0.34138	-0.03176	0.08071	-0.03890	0.08213	0.00714	0.11515
0.36207	-0.04844	0.07904	-0.05233	0.08384	0.00389	0.11522
0.38276	-0.02623	0.07507	-0.06644	0.08557	0.04021	0.11383
0.40345	-0.04398	0.07395	-0.03952	0.08164	-0.00446	0.11015
0.42414	-0.07653	0.07385	-0.04127	0.08014	-0.03526	0.10897
0.44483	-0.03878	0.06923	-0.01881	0.07567	-0.01997	0.10256
0.46552	-0.06930	0.06899	0.00514	0.07025	-0.07444	0.09846
0.48621	-0.03998	0.06499	-0.01691	0.06963	-0.02307	0.09525
0.50690	-0.02928	0.06264	-0.00580	0.06651	-0.02348	0.09136
0.52759	-0.01587	0.06031	0.01036	0.06499	-0.02623	0.08866
0.54828	-0.03596	0.06019	0.01769	0.06601	-0.05365	0.08933
0.56897	-0.03881	0.05942	0.00525	0.06697	-0.04406	0.08953
0.58966	-0.01756	0.05735	-0.00356	0.06770	-0.01400	0.08872
0.61034	-0.03020	0.05686	-0.02239	0.06798	-0.00781	0.08863
0.63103	-0.05303	0.05747	-0.02034	0.06726	-0.03268	0.08847
0.65172	-0.08037	0.05844	-0.01060	0.06622	-0.06977	0.08832
0.67241	-0.06766	0.05732	-0.04129	0.06822	-0.02638	0.08910
0.69310	-0.04357	0.05521	-0.04693	0.06852	0.00336	0.08800
0.71379	-0.06927	0.05630	-0.05571	0.06947	-0.01357	0.08942
0.73448	-0.05883	0.05561	-0.08447	0.07205	0.02564	0.09102
0.75517	-0.06714	0.05560	-0.10516	0.07398	0.03802	0.09255
0.77586	-0.07873	0.05618	-0.07670	0.07291	-0.00203	0.09204
0.79655	-0.04815	0.05401	-0.11176	0.07636	0.06361	0.09353
0.81724	-0.07421	0.05415	-0.14252	0.07632	0.06831	0.09358
0.83793	-0.05413	0.05176	-0.14879	0.07155	0.09466	0.08831
0.85862	-0.02316	0.04925	-0.14701	0.07023	0.12385	0.08577
0.87931	-0.04736	0.04971	-0.15225	0.06788	0.10489	0.08413
0.90000	-0.05299	0.04854	-0.17456	0.06856	0.12157	0.08401
