Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.82143	0.15563	0.41215	0.44134	0.40928	0.46797
0.32069	0.45455	0.40204	0.29422	0.50975	0.16033	0.64922
0.34138	0.14286	0.58347	0.20584	0.54683	-0.06298	0.79966
0.36207	0.08163	0.61443	0.30112	0.46541	-0.21949	0.77079
0.38276	0.37778	0.40126	0.27889	0.47470	0.09889	0.62157
0.40345	-0.02564	0.63200	0.45653	0.33225	-0.48217	0.71401
0.42414	-0.04615	0.62834	0.56882	0.24334	-0.61498	0.67382
0.44483	0.04895	0.56398	0.51252	0.26596	-0.46357	0.62354
0.46552	-0.16883	0.66474	0.50526	0.26145	-0.67410	0.71431
0.48621	-0.40556	0.74955	0.58453	0.20671	-0.99008	0.77754
0.50690	-0.75000	0.90067	0.69468	0.14341	-1.44468	0.91201
0.52759	-0.74537	0.87320	0.67023	0.15057	-1.41560	0.88609
0.54828	-1.08333	1.01826	0.65860	0.15031	-1.74193	1.02929
0.56897	-1.15873	1.00574	0.58619	0.18221	-1.74492	1.02211
0.58966	-0.56471	0.69479	0.54129	0.20509	-1.10599	0.72443
0.61034	-0.43541	0.61139	0.51103	0.21316	-0.94644	0.64748
0.63103	-0.18577	0.49215	0.51154	0.20857	-0.69731	0.53452
0.65172	-0.06250	0.41751	0.53805	0.19296	-0.60055	0.45995
0.67241	0.11111	0.34612	0.59104	0.16487	-0.47993	0.38338
0.69310	0.06130	0.36077	0.57952	0.16476	-0.51822	0.39661
0.71379	0.01724	0.37310	0.56857	0.16375	-0.55133	0.40746
0.73448	-0.00691	0.37373	0.54007	0.16905	-0.54698	0.41019
0.75517	0.00337	0.36759	0.47763	0.19048	-0.47427	0.41401
0.77586	0.06211	0.34288	0.37648	0.22032	-0.31438	0.40757
0.79655	-0.22708	0.43426	0.30187	0.23668	-0.52895	0.49456
0.81724	-0.21340	0.41212	0.21580	0.25654	-0.42920	0.48544
0.83793	-0.25714	0.41367	0.11462	0.28771	-0.37176	0.50389
0.85862	-0.04348	0.32951	0.17907	0.26135	-0.22255	0.42057
0.87931	0.06707	0.28391	-0.01194	0.31667	0.07901	0.42530
0.90000	0.06536	0.27354	0.01119	0.29997	0.05417	0.40596
