Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.06410	0.04411	-0.00080	0.04895	-0.06330	0.06589
0.32069	-0.04417	0.04370	-0.01514	0.05440	-0.02902	0.06978
0.34138	-0.00279	0.04120	-0.05966	0.05485	0.05688	0.06860
0.36207	-0.01108	0.04198	-0.08027	0.05934	0.06919	0.07268
0.38276	-0.01136	0.04145	-0.06772	0.05571	0.05636	0.06944
0.40345	-0.02746	0.04262	-0.07768	0.05678	0.05023	0.07099
0.42414	-0.04415	0.04394	-0.07437	0.05787	0.03022	0.07266
0.44483	-0.05985	0.04634	-0.09062	0.05989	0.03077	0.07572
0.46552	-0.06491	0.04610	-0.07846	0.05977	0.01355	0.07548
0.48621	-0.06546	0.04613	-0.06767	0.06169	0.00221	0.07703
0.50690	-0.05404	0.04291	-0.07335	0.05815	0.01932	0.07227
0.52759	-0.07117	0.04309	-0.07130	0.05713	0.00013	0.07156
0.54828	-0.07798	0.04382	-0.06191	0.05734	-0.01608	0.07217
0.56897	-0.08857	0.04419	-0.05848	0.05800	-0.03009	0.07292
0.58966	-0.07207	0.04378	-0.05307	0.05783	-0.01899	0.07254
0.61034	-0.08650	0.04301	-0.03701	0.05087	-0.04950	0.06661
0.63103	-0.06602	0.04248	-0.02807	0.05028	-0.03796	0.06583
0.65172	-0.09423	0.04380	-0.05001	0.05126	-0.04422	0.06743
0.67241	-0.06922	0.04091	-0.04513	0.05106	-0.02409	0.06543
0.69310	-0.04726	0.03932	-0.03776	0.04967	-0.00950	0.06335
0.71379	-0.03426	0.04025	-0.02984	0.04972	-0.00443	0.06397
0.73448	-0.04459	0.04051	-0.03153	0.05032	-0.01307	0.06460
0.75517	-0.05072	0.04011	-0.04675	0.04950	-0.00397	0.06371
0.77586	-0.02543	0.03909	-0.07133	0.04908	0.04590	0.06274
0.79655	-0.04000	0.03967	-0.07919	0.04874	0.03918	0.06284
0.81724	-0.03277	0.03926	-0.08558	0.04960	0.05281	0.06326
0.83793	-0.03922	0.03693	-0.08022	0.04733	0.04100	0.06004
0.85862	-0.04243	0.03665	-0.08746	0.04700	0.04503	0.05960
0.87931	-0.02453	0.03549	-0.08169	0.04800	0.05716	0.05970
0.90000	-0.03448	0.03095	-0.06684	0.04192	0.03237	0.05211
