mMed,yukawa,N_generated,NA_0SVJ,NA_1SVJ,NA_2SVJ,NA_3PSVJ,NA_Inclusive,eff_0SVJ,eff_1SVJ,eff_2SVJ,eff_3PSVJ,eff_Inclusive
900,0.5,68376.86792373657,1059.6064147949219,1301.0168762207031,443.1529235839844,33.08248805999756,2836.858702659607,0.015496562609108432,0.019027149322952006,0.0064810357221721585,0.0004838257303170974,0.0414885733845497
900,1.0,512722.95265197754,3482.7691650390625,3934.629150390625,1323.0414733886719,170.57363891601562,8911.013427734375,0.006792692129394628,0.0076739867603729936,0.0025804217785559457,0.0003326818860629327,0.017379782554386502
900,1.5,2196004.884004593,11824.130615234375,14293.453125,4273.7099609375,512.675332069397,30903.969033241272,0.0053843826584174595,0.00650884395982523,0.0019461295337121671,0.00023345819301389347,0.014072814344968751
900,2.0,6513325.191650391,28721.310546875,36828.4013671875,12509.515625,1139.9898376464844,79199.21737670898,0.004409623303269677,0.005654316387334511,0.001920603571434801,0.00017502424707856878,0.012159567509117558
900,2.5,15266029.06967163,117746.44921875,112453.4453125,29114.4736328125,1352.8508605957031,260667.2190246582,0.007712971636656441,0.007366253843699699,0.001907141241506803,8.861838624972582e-05,0.01707498510811267
900,3.0,31247442.566223145,237341.890625,234243.7109375,59506.7822265625,1944.3453369140625,533036.7291259766,0.007595562104706585,0.0074964122404918105,0.0019043728810909546,6.22241430732574e-05,0.017058571369362608
900,3.5,56730266.62963867,450986.2734375,430615.296875,113326.97265625,5917.1431884765625,1000845.6861572266,0.007949658978015145,0.007590574175973033,0.0019976456905464717,0.00010430310908119648,0.017642181953615846
1000,0.1,7287.370917163789,,,,,,,,,,
1000,0.5,40292.27712869644,704.9158935546875,933.1934204101562,312.29705810546875,45.600013732910156,1996.0063858032227,0.017495062175392453,0.023160602649224045,0.007750791972068727,0.0011317308671153139,0.04953818766380054
1000,1.0,332849.31053876877,2118.6050415039062,2780.6254272460938,1097.1694946289062,114.38043212890625,6110.7803955078125,0.006365057623447115,0.00835400687099281,0.0032962949295372297,0.00034364028558077407,0.018358999709557927
1000,1.5,1459405.0399780273,7175.60205078125,8912.0029296875,3517.7631225585938,329.5172576904297,19934.885360717773,0.004916799554761909,0.00610660007712573,0.002410409054508649,0.00022578876231329917,0.013659597448709586
1000,2.0,4412700.52154541,19229.400390625,25408.94140625,9581.98388671875,973.3130950927734,55193.63877868652,0.004357739732559622,0.0057581386459807414,0.002171455742335979,0.00022057084779274823,0.012507904968669091
1000,2.5,10402055.440597534,75690.708984375,77698.654296875,20973.209228515625,1177.73095703125,175540.30346679688,0.007276514667376838,0.0074695481811825155,0.0020162562436132183,0.00011322098442532398,0.016875540076597896
1000,3.0,21159993.674926758,146933.79296875,156432.8828125,45538.720703125,1905.24853515625,350810.64501953125,0.006943943142235301,0.007392860565826302,0.0021521140980814884,9.004012781978512e-05,0.016578957933962878
1000,3.5,38554231.46606445,285135.3828125,298682.6953125,75887.845703125,5547.259521484375,665253.1833496094,0.007395696191311115,0.007747079476228216,0.001968340252610708,0.0001438819893574351,0.017254997909507474
