mMed,rinv,N_generated,NA_0SVJ,NA_1SVJ,NA_2SVJ,NA_3PSVJ,NA_Inclusive,eff_0SVJ,eff_1SVJ,eff_2SVJ,eff_3PSVJ,eff_Inclusive
500,0.0,5760384.561576843,217.1470718383789,388.2040710449219,147.50041961669922,3.6563541557261487,756.5079166557261,3.769662763260674e-05,6.739204073879665e-05,2.5606002175716298e-05,6.347413296179762e-07,0.00013132941187673767
500,0.1,5372713.964996338,1671.803955078125,2251.0013427734375,1480.8484497070312,43.215736389160156,5446.869483947754,0.00031116563546283347,0.000418969138770255,0.000275623913603977,8.043557998939483e-06,0.0010138022458360048
500,0.2,5478649.408226013,5033.10400390625,5998.9288330078125,2140.251251220703,330.8351020812988,13503.119190216064,0.0009186760511357432,0.0010949649057668514,0.0003906530773820252,6.0386251689067876e-05,0.0024646802859736878
500,0.3,5498128.108139038,8143.692138671875,7929.28759765625,2529.7373046875,193.78593063354492,18796.50297164917,0.0014811754070656396,0.0014421794912196201,0.0004601088324847609,3.524580126583046e-05,0.003418709532035851
500,0.4,5513020.741653442,11056.522216796875,8488.354736328125,2466.7363891601562,166.3876190185547,22178.00096130371,0.0020055288624727446,0.001539692145940001,0.0004474382565846003,3.0180844008334423e-05,0.00402284010900568
500,0.5,5515569.016532898,13352.13623046875,7468.7916259765625,1641.3421325683594,200.81839561462402,22663.088384628296,0.002420808476957821,0.0013541289400221242,0.00029758346376383693,3.640937045890852e-05,0.00410893025120269
500,0.6,5511194.44858551,14419.0419921875,6431.634033203125,1062.0505065917969,95.44097137451172,22008.167503356934,0.0026163188627627274,0.0011670127216893704,0.00019270786333158325,1.731765632022063e-05,0.003993357104103902
500,0.7,5522204.967308044,12691.26025390625,4423.0316162109375,515.0988998413086,28.55556079406233,17657.94633075256,0.0022982233236614113,0.0008009539020003217,9.327775823076849e-05,5.17104326317365e-06,0.0031976260271556756
500,0.8,5574912.368011475,11885.390869140625,2481.3464965820312,178.98530960083008,22.169751849360182,14567.892427172847,0.0021319421875289576,0.0004450915696576424,3.210549292717809e-05,3.976699611740794e-06,0.002613115949725519
500,0.9,5577667.086753845,8102.26416015625,767.5275726318359,55.68430280685425,0.00029999999242136255,8925.476335594933,0.0014526259875563313,0.00013760727571113078,9.983439660480353e-06,5.378592658099284e-11,0.001600216756713869
600,0.0,2710519.1107177734,124.50675964355469,266.0638961791992,90.02356386184692,26.725449426267005,507.31966911086784,4.5934654786692875e-05,9.815975660424056e-05,3.321266524404167e-05,9.85990075502173e-06,0.00018716697738999685
600,0.1,2321925.1635742188,1664.5316162109375,2386.4542236328125,1075.7073822021484,88.0762357711792,5214.769457817078,0.0007168756522921984,0.0010277911885666728,0.0004632825377310074,3.7932417957691814e-05,0.0022458817965475704
600,0.2,2418398.8208007812,3620.19970703125,4690.718994140625,1914.2025451660156,124.52674102783203,10349.647987365723,0.0014969407344618735,0.001939596957208006,0.000791516489630186,5.1491399994397405e-05,0.004279545581294463
600,0.3,2459518.4546279907,7376.2777099609375,6794.8035888671875,2103.2440490722656,409.7358589172363,16684.061206817627,0.0029990739431457612,0.002762656070370865,0.0008551446504150697,0.00016659190263291197,0.006783466566564608
600,0.4,2458807.3377990723,9697.640869140625,7138.4232177734375,1920.2321166992188,116.30873489379883,18872.60493850708,0.003944042593357956,0.0029032055940434857,0.0007809607882568208,4.730290702561068e-05,0.007675511882683873
600,0.5,2479496.431465149,12260.681396484375,7602.57373046875,1450.7514038085938,165.9487543106079,21479.955285072327,0.004944827199948607,0.003066176516324464,0.0005850992102260604,6.692841022261436e-05,0.008663031336721746
600,0.6,2456929.3264198303,12218.99365234375,6047.163330078125,917.6095275878906,9.963186128232337,19193.729696137998,0.004973278441895165,0.002461268732906487,0.00037347819398818685,4.055137451898308e-06,0.007812080506241737
600,0.7,2485399.625816345,12153.3134765625,3482.0980224609375,186.6167392730713,15.309986455533362,15837.338224752042,0.004889883039461176,0.0014010213835600866,7.50852045420164e-05,6.159969727405387e-06,0.0063721495972906845
600,0.8,2537027.300891876,10671.523193359375,2065.9525451660156,132.16476917266846,0.00029999999242136255,12869.640807698052,0.004206309955595617,0.000814320186637228,5.2094342511098225e-05,1.1824862598675994e-10,0.005072724602992569
600,0.9,2503610.1221084595,7806.703125,913.23388671875,18.590864522549964,0.00029999999242136255,8738.528176241292,0.0031181784480186743,0.00036476681359222737,7.4256228469364624e-06,1.198269609841297e-10,0.003490371004284799
700,0.0,1431817.206068039,87.97680473327637,59.8135941028595,140.63323736190796,8.816005094144202,297.239641292188,6.144415946423246e-05,4.177460212754085e-05,9.822010572711694e-05,6.157214103016773e-06,0.00020759608142190703
700,0.1,1431816.930513382,1461.5732116699219,2005.5402221679688,893.2593078613281,46.87886190414429,4407.251603603363,0.00102078218277938,0.0014006959824457983,0.0006238641887975493,3.274082105408248e-05,0.00307808317507681
700,0.2,1431817.0149803162,4063.4149169921875,4426.5572509765625,2095.2999877929688,155.75130081176758,10741.023456573486,0.0028379428896841605,0.0030915663137565217,0.0014633853110215859,0.00010877877492879826,0.007501673289391066
700,0.3,1398491.2246704102,6246.650390625,6917.8289794921875,1769.9391784667969,71.66845798492432,15006.087006568909,0.004466706891276476,0.004946637388534596,0.0012656062099237898,5.124698440765318e-05,0.010730197474142516
