mMed,rinv,N_generated,NA_0SVJ,NA_1SVJ,NA_2SVJ,NA_3PSVJ,NA_Inclusive,eff_0SVJ,eff_1SVJ,eff_2SVJ,eff_3PSVJ,eff_Inclusive
1500,0.0,66652.61377453804,4.450520262122154,8.511034570634365,13.838285878300667,11.509252769872546,38.30909348092973,6.677187900202494e-05,0.0001276924352797949,0.00020761805268598528,0.0001726751903354343,0.0005747575573032394
1500,0.1,66652.61624246836,23.506439618766308,141.38625405356288,156.82396015897393,92.39871822297573,414.11537205427885,0.0003526709219223259,0.002121240875815423,0.002352855281606366,0.0013862729391873893,0.006213040018531504
1500,0.2,66652.60676622391,74.32921705394983,341.8999460041523,327.0707093924284,159.91609182208776,903.2159642726183,0.0011151734442232802,0.005129581011037208,0.00490709554000776,0.0023992473750197715,0.01355109737028802
1500,0.3,66652.60048478842,148.55823609232903,526.5645947754383,497.487009704113,164.0902757421136,1336.700116313994,0.0022288438112213383,0.007900135792835447,0.007463879969959318,0.002461873573553407,0.02005473314756951
1500,0.4,66652.60286718607,212.17623934149742,596.5510455220938,580.4776515737176,178.2318416237831,1567.436778061092,0.0031833151327081105,0.008950153780352717,0.008709001998472504,0.002674041732157604,0.023516512643690937
1500,0.5,66652.60443031788,224.1183112412691,670.5281464159489,490.6329528093338,145.7681007683277,1531.0475112348795,0.0033624839292750236,0.0100600441970269,0.007361046983876934,0.0021869828195644073,0.022970557929743268
1500,0.6,66652.61044830084,345.2016213685274,629.2234106361866,363.4637090563774,74.78876011818647,1412.677501179278,0.005179116302373234,0.009440341592085795,0.005453105386446918,0.0011220679822614968,0.02119463126316744
1500,0.7,66652.5843051076,322.51149586588144,445.0168988406658,190.2614272236824,41.075508028268814,998.8653299584985,0.004838694541678369,0.006676663830521034,0.002854524385022272,0.0006162627969568645,0.01498614555417854
1500,0.8,66652.61476427317,299.36357337236404,312.5087653696537,137.55863991379738,22.010021157562733,771.4409998133779,0.004491400291363026,0.004688619740949206,0.0020638146065280988,0.00033021992063483825,0.01157405455947517
1500,0.9,66652.61162281036,267.2235389351845,214.39911876618862,64.95612345635891,5.530637933108665,552.1094190908407,0.004009198325902255,0.0032166649369942367,0.0009745473114234151,8.29770626904577e-05,0.008283387637010364
2000,0.0,22539.39433634281,1.7107212767004967,2.532933024689555,5.2856094148010015,2.3675088342279196,11.896772550418973,7.58991679710802e-05,0.00011237804294525435,0.00023450538802981128,0.00010503870684805926,0.0005278213057942051
2000,0.1,22539.394768625498,6.575669434620067,30.273865573573858,53.11321216635406,23.743332650512457,113.70607982506044,0.0002917411714964636,0.001343153437984707,0.0023564613296665296,0.0010534148274275235,0.005044770766575224
2000,0.2,22539.39734533429,12.259612828493118,91.80861971341074,98.57494701445103,54.921474829316146,257.564654385671,0.0005439192823418985,0.004073250864110408,0.004373450873781072,0.002436687813247368,0.011427308833480745
2000,0.3,22539.391845464706,34.836539475247264,104.5646811593324,117.53571627475321,48.267796505242586,305.20473341457546,0.0015455847129370061,0.004639197094413731,0.005214680018014919,0.002141486196086291,0.013540948021451947
2000,0.4,22539.397279322147,42.04226107895374,129.6639404296875,129.66238555684686,38.73221458494663,340.10080165043473,0.001865278851867246,0.005752768755207239,0.0057526997705391325,0.0017184228178310662,0.015089170195444684
2000,0.5,22539.397365152836,51.41737693734466,128.57039868365973,116.02491319179535,30.919849758967757,326.9325385717675,0.0022812223461146654,0.005704251830727149,0.0051476493054413396,0.0013718135076127443,0.014504936989895897
2000,0.6,22539.397150725126,63.81920110434294,151.80027800053358,89.48898234963417,18.578017954714596,323.6864794092253,0.002831451111028929,0.006734886340811025,0.003970336107536717,0.0008242464441475496,0.01436092000352422
2000,0.7,22539.394250512123,66.08533909544349,102.3269034922123,53.159388571977615,9.309645335189998,230.8812764948234,0.0029319926862693725,0.004539913644302455,0.002358510081555087,0.0004130388435340702,0.010243455255660986
2000,0.8,22539.39351171255,57.94584514759481,71.02332639694214,28.171320520341396,3.643141806125641,160.78363387100399,0.0025708697582072634,0.0031510753099915937,0.0012498703882916026,0.00016163442038635555,0.007133449876876815
2000,0.9,22539.396200329065,44.950915433466434,40.05377225577831,7.637627840042114,0.40809123048529716,93.05040675977216,0.0019943265131836217,0.0017770561331715508,0.00033885680752755075,1.8105686011204647e-05,0.0041283451398939274
2500,0.0,9901.332843080163,0.4405360221862791,1.9303843537927605,1.1640622802078724,0.494676520815119,4.029659177002031,4.4492598033825376e-05,0.00019496207070160925,0.00011756622049337645,4.99605991087188e-05,0.0004069814883375299
2500,0.1,9901.332140266895,1.4430055327247828,13.573106825351715,16.641901564085856,10.62780936411582,42.28582328627817,0.0001457385240978176,0.0013708364322162659,0.00168077399367367,0.0010733716648989558,0.00427072061488671
2500,0.2,9901.335342302918,4.256160393357277,23.537211906863376,36.45068565593101,19.23199551925063,83.4760534754023,0.00042985721079186786,0.002377175511499132,0.0036813908827223974,0.001942363818048155,0.008430787423061553
2500,0.3,9901.331694945693,7.411573447287083,36.10884083574638,41.525041580200195,29.547171358019114,114.59262722125277,0.0007485430925488992,0.003646867103157322,0.004193884505596089,0.0029841613500436494,0.011573456051345958
2500,0.4,9901.33351445198,10.912343337200582,37.16715076658875,43.83737463504076,20.145124995149672,112.06199373397976,0.0011021084504701242,0.003753752028687812,0.004427421273210902,0.0020345870549402117,0.01131786880730905
2500,0.5,9901.333037689328,17.58855963498354,35.09293691813946,31.221915958449244,14.27720352448523,98.18061603605747,0.0017763829948990563,0.0035442638667499147,0.003153304291412411,0.001441947611512429,0.009915898764573812
2500,0.6,9901.332679763436,13.998676504939795,35.3210211424157,25.541907086968422,3.4125577937811613,78.27416252810508,0.0014138174079889872,0.0035672997044736807,0.002579643358431087,0.00034465641183391635,0.00790541688272767
2500,0.7,9901.333567276597,14.667253069579601,32.57811547070742,18.80397843103856,2.894572649151087,68.94391962047666,0.0014813411718653865,0.003290275521913172,0.0018991359399490135,0.00029234169614459835,0.006963094329872171
2500,0.8,9901.332885995507,15.112624042667449,20.471465814858675,8.102724810130894,1.8462992627173662,45.533113930374384,0.0015263221847679534,0.0020675464657706455,0.0008183468734387697,0.0001864697696740184,0.004598685293651387
2500,0.9,9901.333201006055,10.520131586119533,10.069951925426722,2.7899064384400845,0.7319800732657312,24.11197002325207,0.0010624964711873955,0.0010170299010241908,0.0002817707859944161,7.39274255704632e-05,0.0024352245837764657
3000,0.0,4969.978153929114,0.06531579762668098,0.46597575314808626,0.733734447741881,0.1768872984685002,1.4419132969851483,1.3142069362024114e-05,9.375810893247085e-05,0.00014763333459762046,3.5591162172143246e-05,0.0002901246750642586
3000,0.1,4969.978802278638,0.7212644731625912,4.5136796629522,7.972554463078268,5.4996219935128465,18.707120592705905,0.0001451242554257788,0.0009081889163959343,0.001604142548741457,0.0011065685010550504,0.0037640242216182202
3000,0.2,4969.977661520243,1.455279485322535,10.677400726824999,15.203069833514746,10.518691709265113,37.85444175492739,0.0002928140898076766,0.002148380023816634,0.003058981522436934,0.002116446476350479,0.007616622112411724
3000,0.3,4969.978624098003,3.577573660761118,13.22255221940577,21.807804119191132,8.532710125669837,47.14064012502786,0.00071983683056794,0.0026604847262910554,0.0043879070250828316,0.001716850467786153,0.009485079049727979
3000,0.4,4969.976682439446,3.864286532625556,17.320600202539936,17.904048113152385,6.234674182720483,45.32360903103836,0.0007775260890618148,0.0034850465724998838,0.0036024410690724657,0.0012544674917187493,0.009119481222352913
3000,0.5,4969.978153929114,4.95940698729828,13.90470719896257,13.166260948230047,4.995946601498872,37.02632173598977,0.00099787299535261,0.0027977401043443074,0.0026491587166879594,0.0010052250627196877,0.007449996879104565
3000,0.6,4969.979051351547,4.284954781644046,13.010544423945248,9.619007647037506,2.335059129167348,29.24956598179415,0.0008621675740220245,0.0026178268136577217,0.0019354221713312235,0.00046983279105217694,0.005885249350063147
3000,0.7,4969.977845437825,5.637490994296968,9.589366218075156,3.995763835031539,1.1834793267771602,20.406100374180824,0.001134309079359757,0.0019294585441417377,0.0008039802106360369,0.0002381256745165436,0.004105873508654076
3000,0.8,4969.977845437825,5.933087166398764,6.992628768086433,2.596634663641453,0.04359972510428627,15.565950323230936,0.0011937854354511907,0.0014069738307798082,0.0005224640319121392,8.7726196092219e-06,0.00313199591775236
