Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.05714	0.09685	-0.21576	0.14817	0.15862	0.17702
0.32069	-0.05998	0.09715	-0.16812	0.16443	0.10814	0.19098
0.34138	-0.02956	0.09556	-0.15758	0.16436	0.12802	0.19012
0.36207	-0.04547	0.09737	-0.15899	0.16783	0.11352	0.19403
0.38276	-0.10602	0.10096	-0.18924	0.17741	0.08322	0.20413
0.40345	-0.15797	0.10632	-0.23202	0.18250	0.07405	0.21121
0.42414	-0.09023	0.09873	-0.16288	0.18680	0.07265	0.21129
0.44483	-0.04336	0.09534	-0.19111	0.19049	0.14775	0.21301
0.46552	0.00554	0.08930	-0.10682	0.18153	0.11236	0.20231
0.48621	-0.03225	0.09200	-0.00517	0.16762	-0.02708	0.19121
0.50690	-0.04523	0.09230	0.06723	0.14966	-0.11246	0.17584
0.52759	-0.00896	0.08673	0.06665	0.14513	-0.07561	0.16908
0.54828	-0.03239	0.08814	0.08002	0.14144	-0.11241	0.16666
0.56897	-0.02898	0.08614	0.10666	0.12650	-0.13564	0.15305
0.58966	-0.02153	0.08416	0.06571	0.14165	-0.08723	0.16477
0.61034	-0.04700	0.08434	0.05209	0.14399	-0.09909	0.16687
0.63103	-0.02295	0.08226	0.03411	0.14401	-0.05706	0.16585
0.65172	0.00208	0.07872	0.07053	0.13252	-0.06844	0.15414
0.67241	-0.02417	0.08164	0.09816	0.13821	-0.12233	0.16052
0.69310	-0.06529	0.08412	0.09035	0.13648	-0.15563	0.16032
0.71379	-0.09260	0.08586	0.09981	0.13335	-0.19240	0.15860
0.73448	-0.09014	0.08499	0.03146	0.14316	-0.12160	0.16649
0.75517	-0.04270	0.07958	-0.04962	0.14805	0.00692	0.16808
0.77586	-0.07447	0.08156	-0.04001	0.14573	-0.03446	0.16700
0.79655	-0.10503	0.08410	-0.07994	0.16067	-0.02508	0.18135
0.81724	-0.11126	0.08435	-0.07288	0.15810	-0.03838	0.17920
0.83793	-0.11904	0.08310	-0.08285	0.15565	-0.03619	0.17644
0.85862	-0.11003	0.08187	-0.10894	0.15546	-0.00108	0.17570
0.87931	-0.11059	0.08085	-0.02211	0.13594	-0.08848	0.15817
0.90000	-0.11478	0.06949	-0.00469	0.11572	-0.11008	0.13498
