Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.18056	0.39230	-0.05395	0.69170	-0.12660	0.79520
0.32069	-0.63004	0.57525	0.53239	0.21050	-1.16243	0.61256
0.34138	-1.17080	0.76298	0.56929	0.19540	-1.74008	0.78761
0.36207	-0.99880	0.68652	0.60066	0.17712	-1.59946	0.70900
0.38276	-1.06042	0.66752	0.58108	0.18322	-1.64150	0.69221
0.40345	-0.87879	0.58605	0.55455	0.19486	-1.43334	0.61759
0.42414	-0.33073	0.38016	0.53896	0.20190	-0.86969	0.43044
0.44483	0.10678	0.24780	0.48314	0.22440	-0.37636	0.33430
0.46552	0.14356	0.23851	0.50638	0.21183	-0.36282	0.31900
0.48621	0.10139	0.25422	0.47069	0.22367	-0.36930	0.33861
0.50690	0.15241	0.23479	0.50524	0.20899	-0.35283	0.31433
0.52759	0.06902	0.25108	0.49878	0.20931	-0.42976	0.32688
0.54828	0.15647	0.22973	0.41304	0.24324	-0.25658	0.33457
0.56897	0.22357	0.20236	0.37361	0.25734	-0.15004	0.32738
0.58966	0.35297	0.17058	0.26912	0.29546	0.08385	0.34117
0.61034	0.27928	0.18801	0.19703	0.31172	0.08225	0.36403
0.63103	0.22896	0.19866	0.13881	0.33163	0.09016	0.38658
0.65172	0.27392	0.18405	0.17857	0.31562	0.09535	0.36536
0.67241	0.04492	0.24447	0.16952	0.32169	-0.12460	0.40404
0.69310	-0.07128	0.27935	0.21776	0.29869	-0.28904	0.40897
0.71379	-0.39008	0.36497	0.23564	0.29020	-0.62572	0.46628
0.73448	-0.36409	0.34902	0.20299	0.29899	-0.56707	0.45958
0.75517	-0.35999	0.34330	0.23527	0.28988	-0.59526	0.44931
0.77586	-0.37059	0.34470	0.30805	0.26086	-0.67864	0.43228
0.79655	-0.54762	0.39761	0.32766	0.25148	-0.87528	0.47046
0.81724	-0.39890	0.35344	0.37165	0.23144	-0.77055	0.42247
0.83793	-0.25844	0.30703	0.30459	0.25250	-0.56302	0.39752
0.85862	-0.33140	0.32535	0.23558	0.27330	-0.56698	0.42491
0.87931	-0.26476	0.29985	0.31869	0.23751	-0.58345	0.38252
0.90000	-0.19404	0.24170	0.33519	0.21317	-0.52922	0.32227
