Boundary	Data 3SVJ_NonClosure	Data 3SVJ_NC_err	Background MC 3SVJ_NonClosure	Background MC 3SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.03339	0.35895	-0.02801	0.68528	-0.00537	0.77360
0.32069	-0.34311	0.48643	0.54617	0.20984	-0.88928	0.52976
0.34138	-0.84207	0.65974	0.58067	0.19501	-1.42274	0.68795
0.36207	-0.69549	0.59390	0.60648	0.17913	-1.30197	0.62033
0.38276	-0.78043	0.58712	0.58593	0.18579	-1.36636	0.61581
0.40345	-0.62835	0.51735	0.55839	0.19803	-1.18674	0.55395
0.42414	-0.15254	0.33649	0.54258	0.20513	-0.69512	0.39409
0.44483	0.15410	0.24065	0.49466	0.22539	-0.34056	0.32972
0.46552	0.19086	0.23113	0.51893	0.21206	-0.32807	0.31368
0.48621	0.14904	0.24698	0.48369	0.22417	-0.33465	0.33354
0.50690	0.16923	0.23485	0.52426	0.20678	-0.35503	0.31291
0.52759	0.08397	0.25194	0.51622	0.20789	-0.43225	0.32664
0.54828	0.14374	0.23676	0.43149	0.24219	-0.28775	0.33869
0.56897	0.21598	0.20734	0.39400	0.25633	-0.17802	0.32969
0.58966	0.34932	0.17390	0.30236	0.29148	0.04696	0.33942
0.61034	0.29252	0.18803	0.21883	0.31387	0.07369	0.36589
0.63103	0.24074	0.19920	0.17789	0.32710	0.06285	0.38299
0.65172	0.26765	0.18997	0.21988	0.30990	0.04777	0.36350
0.67241	0.02324	0.25626	0.19978	0.32117	-0.17654	0.41088
0.69310	-0.10432	0.29558	0.24672	0.29782	-0.35104	0.41960
0.71379	-0.46835	0.40199	0.25722	0.29143	-0.72557	0.49652
0.73448	-0.54667	0.42011	0.22530	0.30017	-0.77197	0.51633
0.75517	-0.53365	0.41013	0.25867	0.29015	-0.79232	0.50239
0.77586	-0.54601	0.41195	0.32755	0.26165	-0.87356	0.48802
0.79655	-0.75362	0.48201	0.34712	0.25109	-1.10074	0.54349
0.81724	-0.53179	0.41287	0.39119	0.23069	-0.92298	0.47295
0.83793	-0.39655	0.36395	0.31497	0.25617	-0.71152	0.44507
0.85862	-0.54813	0.40920	0.24399	0.27800	-0.79212	0.49470
0.87931	-0.44262	0.36713	0.32593	0.24217	-0.76856	0.43981
0.90000	-0.34320	0.28699	0.35092	0.21420	-0.69412	0.35811
