Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.13239	0.03754	-0.09128	0.04221	-0.04111	0.05649
0.32069	-0.10432	0.03646	-0.09228	0.04300	-0.01205	0.05638
0.34138	-0.08154	0.03674	-0.10030	0.04432	0.01876	0.05757
0.36207	-0.04472	0.03593	-0.11671	0.04574	0.07199	0.05816
0.38276	-0.04816	0.03551	-0.10348	0.04453	0.05532	0.05696
0.40345	-0.04355	0.03554	-0.08093	0.04305	0.03737	0.05582
0.42414	-0.04884	0.03582	-0.09476	0.04361	0.04592	0.05643
0.44483	-0.02777	0.03527	-0.08274	0.04172	0.05497	0.05463
0.46552	-0.02905	0.03478	-0.09198	0.04199	0.06293	0.05452
0.48621	-0.02200	0.03453	-0.09330	0.04304	0.07130	0.05518
0.50690	0.00012	0.03371	-0.08081	0.04359	0.08093	0.05511
0.52759	-0.00152	0.03301	-0.07718	0.04340	0.07566	0.05453
0.54828	-0.01546	0.03345	-0.07515	0.04289	0.05969	0.05439
0.56897	-0.02770	0.03393	-0.08247	0.04299	0.05477	0.05477
0.58966	-0.02743	0.03382	-0.07777	0.04366	0.05034	0.05523
0.61034	-0.03406	0.03277	-0.09289	0.04224	0.05883	0.05346
0.63103	-0.05548	0.03365	-0.10723	0.04335	0.05174	0.05488
0.65172	-0.05452	0.03351	-0.08329	0.04266	0.02878	0.05425
0.67241	-0.05758	0.03366	-0.09526	0.04363	0.03768	0.05510
0.69310	-0.06678	0.03323	-0.09932	0.04259	0.03254	0.05402
0.71379	-0.07050	0.03312	-0.11097	0.04431	0.04047	0.05532
0.73448	-0.07518	0.03306	-0.11935	0.04423	0.04417	0.05523
0.75517	-0.05780	0.03184	-0.14285	0.04405	0.08505	0.05435
0.77586	-0.05666	0.03178	-0.13537	0.04268	0.07871	0.05322
0.79655	-0.07175	0.03235	-0.13773	0.04304	0.06598	0.05384
0.81724	-0.06284	0.03181	-0.12285	0.04193	0.06001	0.05263
0.83793	-0.06455	0.03108	-0.13501	0.04155	0.07046	0.05189
0.85862	-0.06430	0.03065	-0.14305	0.04121	0.07875	0.05136
0.87931	-0.07291	0.03035	-0.14227	0.04058	0.06936	0.05067
0.90000	-0.09270	0.02661	-0.12492	0.03531	0.03222	0.04421
