Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.20709	0.17920	-0.14966	0.23979	-0.05743	0.29935
0.32069	-0.23340	0.18052	0.00415	0.22666	-0.23755	0.28976
0.34138	-0.15507	0.17348	-0.08487	0.25333	-0.07019	0.30704
0.36207	-0.10019	0.16294	0.00167	0.24273	-0.10186	0.29235
0.38276	-0.12340	0.16283	0.02462	0.23135	-0.14802	0.28291
0.40345	-0.19510	0.17533	0.05239	0.22331	-0.24749	0.28391
0.42414	-0.10092	0.15978	0.01490	0.23331	-0.11582	0.28278
0.44483	-0.17515	0.17252	0.06888	0.21896	-0.24403	0.27876
0.46552	-0.04247	0.14944	0.02560	0.22094	-0.06807	0.26673
0.48621	-0.04684	0.14900	0.08145	0.19643	-0.12829	0.24655
0.50690	-0.04051	0.14684	0.15681	0.17880	-0.19732	0.23137
0.52759	-0.04624	0.14332	0.16357	0.17185	-0.20980	0.22377
0.54828	-0.05241	0.14609	0.11627	0.17487	-0.16869	0.22786
0.56897	-0.04937	0.14780	0.05210	0.17570	-0.10147	0.22960
0.58966	-0.06861	0.14692	0.14195	0.14948	-0.21056	0.20960
0.61034	-0.08984	0.14870	0.11193	0.14635	-0.20177	0.20864
0.63103	-0.03947	0.14052	0.01328	0.14256	-0.05275	0.20017
0.65172	-0.01437	0.13648	0.03371	0.13908	-0.04808	0.19486
0.67241	-0.06354	0.14292	0.08154	0.11701	-0.14508	0.18471
0.69310	-0.12224	0.15013	0.15758	0.12504	-0.27982	0.19538
0.71379	-0.06599	0.14303	0.18070	0.12137	-0.24669	0.18759
0.73448	-0.05757	0.14255	0.16322	0.13657	-0.22079	0.19741
0.75517	-0.05521	0.13998	0.18622	0.12914	-0.24143	0.19045
0.77586	-0.07597	0.14419	0.17298	0.13127	-0.24895	0.19500
0.79655	-0.06414	0.14053	0.10847	0.15489	-0.17261	0.20914
0.81724	-0.03640	0.13527	0.11688	0.15261	-0.15328	0.20393
0.83793	0.01204	0.12396	0.16236	0.14617	-0.15032	0.19166
0.85862	0.01043	0.12160	0.18663	0.14202	-0.17620	0.18697
0.87931	0.03507	0.11484	0.04694	0.17359	-0.01188	0.20814
0.90000	0.01392	0.10130	0.03818	0.14683	-0.02426	0.17839
