Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.01496	0.06530	-0.13348	0.12383	0.14844	0.13999
0.32069	0.01580	0.06434	-0.14629	0.11683	0.16210	0.13337
0.34138	0.02459	0.06143	-0.11999	0.11597	0.14458	0.13123
0.36207	0.04023	0.06044	-0.16236	0.12237	0.20260	0.13648
0.38276	0.02997	0.05956	-0.15568	0.12335	0.18565	0.13698
0.40345	0.00696	0.06099	-0.14436	0.12156	0.15132	0.13600
0.42414	-0.01219	0.06227	-0.12014	0.11680	0.10795	0.13236
0.44483	-0.02827	0.06467	-0.18474	0.12512	0.15648	0.14084
0.46552	-0.00571	0.06181	-0.16573	0.12021	0.16002	0.13517
0.48621	0.02820	0.05931	-0.15627	0.12560	0.18447	0.13890
0.50690	0.01760	0.05708	-0.10856	0.11832	0.12616	0.13136
0.52759	0.02520	0.05551	-0.05620	0.10896	0.08140	0.12228
0.54828	-0.00422	0.05739	-0.06805	0.10949	0.06384	0.12362
0.56897	-0.01190	0.05810	-0.06726	0.11124	0.05536	0.12550
0.58966	-0.01101	0.05803	-0.04523	0.10958	0.03422	0.12400
0.61034	-0.01511	0.05608	-0.04912	0.10515	0.03401	0.11917
0.63103	-0.00796	0.05551	-0.08680	0.10871	0.07884	0.12207
0.65172	-0.00550	0.05491	-0.04984	0.10622	0.04434	0.11957
0.67241	0.01009	0.05160	-0.04858	0.10644	0.05866	0.11829
0.69310	0.02228	0.05021	-0.03867	0.10266	0.06094	0.11428
0.71379	0.03573	0.05098	0.03425	0.09652	0.00147	0.10916
0.73448	0.02900	0.05128	-0.06199	0.09766	0.09100	0.11030
0.75517	0.01344	0.05117	-0.06187	0.09468	0.07531	0.10763
0.77586	0.01139	0.05095	0.02204	0.08959	-0.01064	0.10306
0.79655	-0.01013	0.05178	0.03515	0.09472	-0.04528	0.10795
0.81724	-0.01088	0.05134	0.04795	0.09396	-0.05884	0.10707
0.83793	-0.00351	0.04731	0.04044	0.08709	-0.04395	0.09911
0.85862	-0.02584	0.04788	0.04903	0.08637	-0.07487	0.09875
0.87931	-0.04125	0.04757	0.04084	0.08443	-0.08209	0.09691
0.90000	-0.00437	0.03920	0.02282	0.07283	-0.02719	0.08271
