Boundary	Data 2SVJ_NonClosure	Data 2SVJ_NC_err	Background MC 2SVJ_NonClosure	Background MC 2SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.00704	0.07179	-0.08096	0.13583	0.07392	0.15364
0.32069	0.00102	0.06992	-0.09898	0.12849	0.09999	0.14628
0.34138	0.01062	0.06678	-0.12631	0.13163	0.13692	0.14760
0.36207	0.01810	0.06613	-0.16290	0.13917	0.18099	0.15409
0.38276	0.01765	0.06475	-0.16159	0.14041	0.17924	0.15462
0.40345	0.00561	0.06541	-0.13994	0.13717	0.14555	0.15196
0.42414	-0.01291	0.06653	-0.11522	0.13284	0.10231	0.14857
0.44483	-0.03529	0.06987	-0.20087	0.14416	0.16558	0.16020
0.46552	-0.00683	0.06646	-0.17851	0.13771	0.17168	0.15291
0.48621	0.02362	0.06388	-0.22551	0.14267	0.24913	0.15632
0.50690	0.02821	0.06049	-0.18656	0.13905	0.21477	0.15164
0.52759	0.04050	0.05855	-0.11873	0.12740	0.15922	0.14021
0.54828	0.00855	0.06101	-0.14130	0.12886	0.14985	0.14257
0.56897	-0.00647	0.06210	-0.13981	0.13076	0.13334	0.14476
0.58966	-0.01505	0.06244	-0.10481	0.12825	0.08977	0.14264
0.61034	-0.02043	0.06019	-0.10998	0.12295	0.08956	0.13689
0.63103	-0.00575	0.05893	-0.14920	0.12683	0.14345	0.13985
0.65172	-0.02006	0.05943	-0.11956	0.12479	0.09950	0.13822
0.67241	-0.00087	0.05578	-0.11124	0.11993	0.11037	0.13227
0.69310	0.01587	0.05432	-0.11218	0.11605	0.12805	0.12814
0.71379	0.03847	0.05472	-0.02340	0.10376	0.06188	0.11730
0.73448	0.03052	0.05510	-0.09817	0.11062	0.12869	0.12358
0.75517	0.02287	0.05436	-0.08164	0.10729	0.10451	0.12027
0.77586	0.02316	0.05385	-0.00410	0.10221	0.02726	0.11553
0.79655	-0.01147	0.05573	-0.00695	0.10974	-0.00451	0.12308
0.81724	-0.01442	0.05533	0.01474	0.10808	-0.02916	0.12142
0.83793	-0.01799	0.05149	0.03278	0.09859	-0.05078	0.11123
0.85862	-0.03477	0.05190	0.02191	0.09933	-0.05668	0.11207
0.87931	-0.05564	0.05192	-0.00129	0.09828	-0.05435	0.11115
0.90000	-0.00892	0.04233	0.00083	0.08338	-0.00975	0.09351
