Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.14554	0.15524	-0.54601	0.43891	0.69155	0.46555
0.32069	0.11247	0.16308	-0.50381	0.42164	0.61627	0.45208
0.34138	0.11110	0.15626	-0.07326	0.28662	0.18436	0.32645
0.36207	0.17642	0.14702	-0.15068	0.30183	0.32710	0.33573
0.38276	0.10338	0.15223	-0.11008	0.28486	0.21346	0.32298
0.40345	0.01382	0.16965	-0.16990	0.29735	0.18372	0.34235
0.42414	-0.01007	0.17755	-0.14187	0.28440	0.13181	0.33527
0.44483	0.01300	0.17171	-0.07509	0.24220	0.08809	0.29689
0.46552	-0.00204	0.16952	-0.07588	0.23885	0.07384	0.29289
0.48621	0.05504	0.16035	0.17043	0.24980	-0.11538	0.29684
0.50690	-0.06049	0.17210	0.23814	0.20334	-0.29863	0.26639
0.52759	-0.08650	0.17265	0.23585	0.19831	-0.32235	0.26294
0.54828	-0.09233	0.16919	0.26307	0.18967	-0.35540	0.25417
0.56897	-0.05192	0.16551	0.26346	0.19052	-0.31538	0.25237
0.58966	0.01164	0.15803	0.23745	0.19639	-0.22580	0.25208
0.61034	0.01860	0.15496	0.24267	0.18722	-0.22408	0.24303
0.63103	-0.02692	0.16560	0.21161	0.19428	-0.23852	0.25528
0.65172	0.09098	0.14291	0.26112	0.18314	-0.17013	0.23230
0.67241	0.07768	0.13608	0.22781	0.20549	-0.15013	0.24646
0.69310	0.05472	0.13292	0.26951	0.19184	-0.21479	0.23339
0.71379	0.00981	0.14214	0.25376	0.22385	-0.24395	0.26516
0.73448	0.01134	0.14180	0.08981	0.24525	-0.07846	0.28330
0.75517	-0.05857	0.15229	0.03905	0.23262	-0.09761	0.27804
0.77586	-0.07876	0.15671	0.15368	0.20716	-0.23245	0.25976
0.79655	-0.00906	0.14141	0.24938	0.17529	-0.25844	0.22521
0.81724	0.00594	0.13878	0.21742	0.18179	-0.21148	0.22871
0.83793	0.08574	0.11941	0.08077	0.20666	0.00497	0.23868
0.85862	0.02760	0.12443	0.18529	0.18228	-0.15769	0.22070
0.87931	0.04012	0.11902	0.23458	0.16604	-0.19446	0.20430
0.90000	0.01932	0.10494	0.11874	0.19288	-0.09942	0.21958
