Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.04083	0.08689	0.06339	0.14715	-0.10422	0.17089
225.86207	-0.03648	0.08651	0.06025	0.14770	-0.09672	0.17117
226.72414	-0.12721	0.08977	0.10439	0.13366	-0.23160	0.16101
227.58621	-0.12646	0.08969	0.10546	0.13367	-0.23192	0.16097
228.44828	-0.12992	0.08996	0.09968	0.13464	-0.22959	0.16193
229.31034	-0.14535	0.09119	0.09647	0.13529	-0.24181	0.16315
230.17241	-0.15922	0.09230	0.09675	0.13541	-0.25597	0.16387
231.03448	-0.18896	0.09577	0.09647	0.13704	-0.28543	0.16719
231.89655	-0.19242	0.09608	0.09871	0.13682	-0.29114	0.16719
232.75862	-0.19314	0.09618	0.06070	0.14291	-0.25384	0.17226
233.62069	-0.16722	0.08859	0.03822	0.13803	-0.20544	0.16401
234.48276	-0.17039	0.08887	0.03195	0.13907	-0.20234	0.16504
235.34483	-0.16994	0.08888	0.03823	0.13839	-0.20817	0.16447
236.20690	-0.17467	0.08926	0.04193	0.13804	-0.21660	0.16438
237.06897	-0.16952	0.08889	0.04040	0.13848	-0.20993	0.16455
237.93103	-0.16804	0.08880	0.04014	0.13879	-0.20818	0.16477
238.79310	-0.17076	0.08906	0.01300	0.14282	-0.18376	0.16832
239.65517	-0.16309	0.08852	0.02093	0.14195	-0.18402	0.16729
240.51724	-0.14811	0.08382	-0.02307	0.14544	-0.12504	0.16786
241.37931	-0.15433	0.08437	-0.02423	0.14576	-0.13010	0.16842
242.24138	-0.17189	0.09037	-0.04271	0.15193	-0.12918	0.17678
243.10345	-0.18629	0.09158	-0.03934	0.15168	-0.14695	0.17719
243.96552	-0.21998	0.09435	-0.01194	0.14780	-0.20804	0.17535
244.82759	-0.21899	0.09441	-0.01033	0.14778	-0.20866	0.17537
245.68966	-0.22145	0.09471	-0.05095	0.15353	-0.17050	0.18040
246.55172	-0.19937	0.09306	-0.06018	0.15517	-0.13920	0.18094
247.41379	-0.14323	0.08427	-0.05498	0.14654	-0.08826	0.16905
248.27586	-0.15116	0.08505	-0.08022	0.15025	-0.07094	0.17265
249.13793	-0.12542	0.08330	-0.07971	0.15080	-0.04571	0.17228
250.00000	-0.17680	0.08910	-0.05258	0.14648	-0.12422	0.17145
