Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.01634	0.03083	0.03646	0.05472	-0.02013	0.06280
225.86207	0.01487	0.03091	0.03856	0.05469	-0.02369	0.06282
226.72414	-0.00300	0.03009	0.04788	0.05136	-0.05087	0.05953
227.58621	-0.00236	0.03011	0.04953	0.05123	-0.05190	0.05942
228.44828	-0.00408	0.03020	0.04192	0.05175	-0.04600	0.05991
229.31034	-0.00493	0.03026	0.03980	0.05201	-0.04472	0.06017
230.17241	-0.00429	0.03028	0.04071	0.05211	-0.04500	0.06027
231.03448	-0.00684	0.03065	0.03971	0.05213	-0.04655	0.06047
231.89655	-0.00734	0.03072	0.04090	0.05222	-0.04823	0.06059
232.75862	-0.00713	0.03074	0.03537	0.05258	-0.04249	0.06091
233.62069	0.00351	0.02871	0.00699	0.05094	-0.00348	0.05848
234.48276	0.00240	0.02879	0.00416	0.05126	-0.00176	0.05879
235.34483	0.00326	0.02881	0.00731	0.05128	-0.00405	0.05882
236.20690	0.00438	0.02883	0.01889	0.05078	-0.01451	0.05839
237.06897	0.00207	0.02895	0.01819	0.05098	-0.01612	0.05863
237.93103	0.00213	0.02900	0.02032	0.05108	-0.01819	0.05874
238.79310	0.00255	0.02905	0.01476	0.05135	-0.01220	0.05900
239.65517	-0.00048	0.02921	0.01684	0.05138	-0.01732	0.05910
240.51724	-0.00734	0.02837	0.01470	0.04954	-0.02204	0.05709
241.37931	-0.00506	0.02837	0.01870	0.04942	-0.02375	0.05698
242.24138	-0.02094	0.03006	-0.00570	0.05255	-0.01525	0.06054
243.10345	-0.02088	0.03013	-0.00928	0.05292	-0.01160	0.06090
243.96552	-0.02579	0.03038	-0.00886	0.05319	-0.01693	0.06126
244.82759	-0.02750	0.03054	-0.00854	0.05342	-0.01896	0.06153
245.68966	-0.02458	0.03055	-0.01553	0.05393	-0.00905	0.06198
246.55172	-0.01777	0.03041	-0.01876	0.05408	0.00099	0.06205
247.41379	-0.00564	0.02875	-0.01717	0.05149	0.01153	0.05897
248.27586	-0.00179	0.02876	-0.02016	0.05178	0.01837	0.05923
249.13793	-0.00106	0.02893	-0.01322	0.05160	0.01216	0.05915
250.00000	-0.01437	0.03069	-0.01111	0.05430	-0.00326	0.06237
