Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.00323	0.09166	-0.13674	0.17985	0.13997	0.20186
225.86207	-0.02147	0.09328	-0.13725	0.17864	0.11578	0.20153
226.72414	-0.07509	0.09285	-0.11218	0.16381	0.03709	0.18829
227.58621	-0.07052	0.09157	-0.11773	0.16365	0.04721	0.18753
228.44828	-0.07643	0.09154	-0.01915	0.15165	-0.05728	0.17714
229.31034	-0.07898	0.09071	0.02961	0.14471	-0.10859	0.17079
230.17241	-0.08927	0.09116	0.02741	0.14484	-0.11668	0.17114
231.03448	-0.13640	0.09518	0.04868	0.14423	-0.18509	0.17281
231.89655	-0.12231	0.09357	0.06057	0.14176	-0.18288	0.16986
232.75862	-0.12150	0.09294	0.06950	0.14008	-0.19099	0.16811
233.62069	-0.12090	0.08704	0.07281	0.13090	-0.19371	0.15720
234.48276	-0.11430	0.08611	0.07934	0.12969	-0.19364	0.15567
235.34483	-0.08381	0.08331	0.08064	0.12923	-0.16445	0.15376
236.20690	-0.06438	0.08144	0.05739	0.13265	-0.12177	0.15565
237.06897	-0.05663	0.08059	0.05088	0.13355	-0.10750	0.15598
237.93103	-0.08459	0.08248	-0.00717	0.14260	-0.07742	0.16474
238.79310	-0.10154	0.08364	-0.02064	0.14482	-0.08089	0.16723
239.65517	-0.13553	0.08611	0.01330	0.14075	-0.14883	0.16500
240.51724	-0.13367	0.08246	-0.00103	0.14094	-0.13264	0.16329
241.37931	-0.10943	0.08074	-0.00517	0.14231	-0.10426	0.16362
242.24138	-0.20764	0.09311	-0.03842	0.15231	-0.16922	0.17851
243.10345	-0.17980	0.09152	-0.02661	0.15252	-0.15319	0.17787
243.96552	-0.17516	0.09202	-0.02789	0.15496	-0.14727	0.18022
244.82759	-0.21712	0.09678	0.01243	0.15194	-0.22956	0.18015
245.68966	-0.15787	0.09334	-0.00385	0.15860	-0.15402	0.18402
246.55172	-0.16161	0.09626	0.02231	0.16156	-0.18392	0.18806
247.41379	-0.17978	0.09684	0.13549	0.14355	-0.31527	0.17316
248.27586	-0.13750	0.09810	0.13717	0.15321	-0.27467	0.18192
249.13793	-0.10818	0.10329	0.14085	0.17249	-0.24904	0.20105
250.00000	-0.08094	0.13396	0.17457	0.20938	-0.25552	0.24856
