Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	nan	nan	nan	nan	nan	nan
0.32069	nan	nan	nan	nan	nan	nan
0.34138	nan	nan	nan	nan	nan	nan
0.36207	nan	nan	nan	nan	nan	nan
0.38276	nan	nan	nan	nan	nan	nan
0.40345	nan	nan	nan	nan	nan	nan
0.42414	nan	nan	-22.73506	42.84628	nan	nan
0.44483	nan	nan	-6.20165	13.36005	nan	nan
0.46552	nan	nan	-11.47248	21.26789	nan	nan
0.48621	nan	nan	-11.47248	21.26789	nan	nan
0.50690	nan	nan	-98.71796	180.52124	nan	nan
0.52759	nan	nan	-106.03097	194.86484	nan	nan
0.54828	nan	nan	-83.88077	149.50608	nan	nan
0.56897	nan	nan	-79.40554	137.41108	nan	nan
0.58966	nan	nan	-78.90769	135.25537	nan	nan
0.61034	nan	nan	-70.42850	119.72841	nan	nan
0.63103	0.00000	2.00000	-42.06214	62.38258	42.06214	62.41463
0.65172	-1.00000	3.74166	-10.87735	18.52734	9.87735	18.90139
0.67241	-1.00000	3.74166	-73.33287	124.38775	72.33287	124.44401
0.69310	-1.00000	3.74166	-72.06819	121.84168	71.06819	121.89912
0.71379	-1.00000	3.74166	-109.61025	174.99170	108.61025	175.03169
0.73448	-2.00000	5.47723	-75.48115	116.34986	73.48115	116.47871
0.75517	-3.00000	7.21110	-67.49715	101.58843	64.49715	101.84404
0.77586	-2.00000	4.89898	-11.46735	20.20111	9.46735	20.78665
0.79655	-0.50000	2.33184	-6.01788	10.81887	5.51788	11.06731
0.81724	-3.00000	5.65685	-10.92977	17.66357	7.92977	18.54728
0.83793	-3.66667	6.56026	-10.59590	16.59028	6.92924	17.84024
0.85862	-2.50000	4.81534	-9.26508	14.05456	6.76508	14.85659
0.87931	-4.00000	6.80074	-12.35772	17.61747	8.35772	18.88453
0.90000	-4.66667	7.44362	-17.96836	24.18583	13.30169	25.30537
