Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.39048	0.24593	0.42904	0.22041	-0.03856	0.33025
0.32069	0.41379	0.23275	0.34970	0.25128	0.06410	0.34251
0.34138	0.31034	0.26269	0.37450	0.24092	-0.06415	0.35644
0.36207	0.30931	0.25924	0.43009	0.21689	-0.12078	0.33801
0.38276	0.26034	0.26488	0.47716	0.19351	-0.21681	0.32804
0.40345	0.14556	0.30064	0.24265	0.27373	-0.09709	0.40658
0.42414	0.33705	0.23334	0.23477	0.27226	0.10228	0.35857
0.44483	0.30000	0.24249	0.39221	0.21216	-0.09221	0.32220
0.46552	0.38235	0.20607	0.40583	0.20393	-0.02348	0.28992
0.48621	0.39312	0.19793	0.27296	0.24249	0.12016	0.31301
0.50690	0.24567	0.24087	0.14434	0.27627	0.10133	0.36653
0.52759	0.26316	0.22760	0.44919	0.25700	-0.18603	0.34329
0.54828	0.25159	0.22025	0.49438	0.23216	-0.24279	0.32001
0.56897	0.22078	0.22267	0.43895	0.25230	-0.21817	0.33650
0.58966	0.14460	0.23608	0.53036	0.20807	-0.38576	0.31469
0.61034	0.14925	0.22902	0.47190	0.22421	-0.32265	0.32050
0.63103	0.01964	0.25944	0.45457	0.22520	-0.43492	0.34354
0.65172	0.07190	0.23775	0.48813	0.20634	-0.41623	0.31481
0.67241	-0.06861	0.26590	0.49566	0.19343	-0.56426	0.32881
0.69310	-0.11026	0.26560	0.45609	0.20085	-0.56635	0.33299
0.71379	-0.09276	0.25457	0.37321	0.22899	-0.46597	0.34241
0.73448	-0.22694	0.27702	0.32429	0.23304	-0.55123	0.36200
0.75517	-0.13361	0.24452	0.30257	0.22759	-0.43619	0.33404
0.77586	-0.09838	0.22755	0.17093	0.28903	-0.26931	0.36785
0.79655	-0.23239	0.24412	0.29866	0.24099	-0.53105	0.34303
0.81724	-0.20324	0.22960	-0.08331	0.39973	-0.11993	0.46097
0.83793	-0.33333	0.24510	-0.10102	0.37834	-0.23231	0.45079
0.85862	-0.33102	0.23630	-0.04566	0.33925	-0.28535	0.41344
0.87931	-0.27261	0.21485	-0.52092	0.51381	0.24831	0.55692
0.90000	-0.29814	0.20955	-0.65870	0.53934	0.36056	0.57862
