Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.06732	0.06873	-0.02838	0.10159	-0.03894	0.12266
0.32069	-0.02231	0.06490	0.00219	0.09146	-0.02449	0.11215
0.34138	-0.03516	0.06158	-0.01983	0.08803	-0.01532	0.10743
0.36207	-0.04103	0.06158	-0.06296	0.09084	0.02193	0.10974
0.38276	-0.05307	0.06072	-0.06616	0.08993	0.01309	0.10851
0.40345	-0.00132	0.05720	-0.06915	0.08963	0.06783	0.10632
0.42414	0.02160	0.05562	-0.12330	0.09160	0.14490	0.10717
0.44483	0.06178	0.05291	-0.06160	0.08446	0.12338	0.09966
0.46552	0.03677	0.05301	-0.10071	0.08483	0.13748	0.10004
0.48621	0.03018	0.05249	-0.07386	0.08467	0.10404	0.09962
0.50690	0.02697	0.04923	-0.07804	0.07738	0.10501	0.09171
0.52759	0.02106	0.04845	-0.06340	0.07705	0.08446	0.09102
0.54828	0.00822	0.04829	-0.08903	0.07586	0.09725	0.08992
0.56897	-0.01280	0.04822	-0.07681	0.07326	0.06401	0.08770
0.58966	-0.01442	0.04747	-0.07023	0.07152	0.05581	0.08584
0.61034	0.00589	0.04446	-0.06367	0.06882	0.06956	0.08193
0.63103	-0.00291	0.04400	-0.06763	0.07039	0.06471	0.08301
0.65172	-0.00466	0.04321	-0.06895	0.06809	0.06429	0.08064
0.67241	-0.01472	0.04106	-0.02441	0.06291	0.00969	0.07513
0.69310	-0.00823	0.03980	-0.02428	0.06153	0.01606	0.07329
0.71379	-0.01869	0.04069	-0.01856	0.06396	-0.00013	0.07580
0.73448	-0.01126	0.03942	-0.00871	0.06141	-0.00255	0.07297
0.75517	-0.00690	0.03802	-0.00917	0.05970	0.00228	0.07078
0.77586	-0.02040	0.03748	-0.03012	0.06067	0.00972	0.07132
0.79655	-0.02774	0.03668	-0.04083	0.05936	0.01309	0.06978
0.81724	-0.03761	0.03573	0.00232	0.05543	-0.03993	0.06595
0.83793	-0.02800	0.03250	-0.01801	0.05161	-0.00999	0.06099
0.85862	-0.02408	0.03113	-0.00777	0.04921	-0.01631	0.05823
0.87931	-0.01682	0.02976	-0.00919	0.04743	-0.00763	0.05600
0.90000	-0.00900	0.02802	-0.00995	0.04574	0.00095	0.05365
