Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.04069	0.02626	-0.00354	0.02483	-0.03715	0.03614
0.32069	-0.02569	0.02561	-0.00254	0.02497	-0.02315	0.03577
0.34138	-0.04723	0.02507	-0.01397	0.02442	-0.03327	0.03499
0.36207	-0.03903	0.02504	-0.02600	0.02604	-0.01304	0.03613
0.38276	-0.03707	0.02461	-0.02798	0.02548	-0.00909	0.03543
0.40345	-0.04483	0.02468	-0.01951	0.02479	-0.02532	0.03498
0.42414	-0.05041	0.02463	-0.01120	0.02547	-0.03920	0.03543
0.44483	-0.02357	0.02433	-0.02213	0.02607	-0.00144	0.03565
0.46552	-0.01016	0.02337	-0.02396	0.02608	0.01380	0.03502
0.48621	-0.00148	0.02276	-0.02305	0.02588	0.02157	0.03447
0.50690	-0.00100	0.02103	-0.02463	0.02527	0.02362	0.03287
0.52759	-0.00125	0.02058	-0.02432	0.02435	0.02306	0.03188
0.54828	-0.00018	0.02042	-0.01874	0.02395	0.01856	0.03147
0.56897	0.00570	0.02035	-0.01656	0.02443	0.02226	0.03180
0.58966	0.00046	0.02053	-0.01156	0.02497	0.01202	0.03233
0.61034	0.00628	0.02008	-0.00720	0.02421	0.01348	0.03146
0.63103	-0.00909	0.02055	-0.00662	0.02434	-0.00247	0.03185
0.65172	-0.00490	0.02068	-0.01199	0.02516	0.00709	0.03257
0.67241	-0.00959	0.02025	0.00157	0.02522	-0.01116	0.03234
0.69310	-0.00231	0.02003	-0.01330	0.02547	0.01098	0.03241
0.71379	0.00475	0.02088	-0.01479	0.02648	0.01953	0.03373
0.73448	0.00428	0.02136	-0.00964	0.02774	0.01392	0.03501
0.75517	0.00518	0.02143	-0.00866	0.02839	0.01384	0.03557
0.77586	0.00720	0.02198	-0.00207	0.03031	0.00927	0.03744
0.79655	0.01566	0.02206	-0.00670	0.03160	0.02236	0.03854
0.81724	0.00315	0.02233	0.00081	0.03297	0.00234	0.03982
0.83793	0.00012	0.02088	-0.00419	0.03012	0.00431	0.03665
0.85862	0.01423	0.02043	0.00884	0.02921	0.00539	0.03565
0.87931	0.01169	0.02036	-0.01047	0.02984	0.02216	0.03613
0.90000	0.00341	0.02011	-0.01098	0.02940	0.01440	0.03562
