Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.27885	0.33642	-0.68014	0.66890	0.95899	0.74873
0.32069	0.09502	0.40450	-0.76198	0.66686	0.85700	0.77995
0.34138	-0.09214	0.42392	-0.54091	0.54640	0.44877	0.69157
0.36207	-0.18095	0.43762	-0.57489	0.53210	0.39394	0.68894
0.38276	-0.00928	0.35900	-0.55925	0.48812	0.54998	0.60592
0.40345	-0.04433	0.36211	-0.59458	0.47749	0.55025	0.59927
0.42414	-0.11343	0.37404	-0.44853	0.42179	0.33510	0.56375
0.44483	-0.31250	0.40943	-0.52679	0.39416	0.21429	0.56833
0.46552	-0.20529	0.36444	-0.63579	0.40498	0.43050	0.54482
0.48621	-0.17595	0.33684	-0.74824	0.43779	0.57229	0.55238
0.50690	-0.18954	0.31572	-0.37768	0.37190	0.18814	0.48784
0.52759	-0.18304	0.30695	-0.26925	0.39884	0.08621	0.50328
0.54828	-0.32699	0.33592	-0.17308	0.35443	-0.15391	0.48833
0.56897	-0.18369	0.29448	-0.18472	0.34663	0.00102	0.45483
0.58966	-0.10882	0.26952	-0.15940	0.33368	0.05058	0.42893
0.61034	-0.23430	0.29295	0.01320	0.28927	-0.24750	0.41170
0.63103	-0.20000	0.27932	0.00343	0.28980	-0.20343	0.40249
0.65172	-0.24858	0.28306	0.17323	0.24114	-0.42180	0.37185
0.67241	-0.14638	0.24872	0.00722	0.27401	-0.15361	0.37006
0.69310	-0.17442	0.25086	-0.06691	0.28570	-0.10751	0.38020
0.71379	-0.22105	0.26693	-0.06840	0.29078	-0.15265	0.39472
0.73448	-0.10543	0.23719	-0.03501	0.27618	-0.07042	0.36406
0.75517	-0.11656	0.23512	0.11425	0.23036	-0.23082	0.32916
0.77586	-0.19047	0.24829	0.17539	0.21037	-0.36587	0.32543
0.79655	-0.15573	0.23513	0.17989	0.19732	-0.33561	0.30696
0.81724	0.06516	0.18195	0.29061	0.16897	-0.22545	0.24831
0.83793	-0.04079	0.18623	0.27669	0.15920	-0.31748	0.24500
0.85862	-0.11718	0.19445	0.31991	0.14055	-0.43710	0.23993
0.87931	-0.09472	0.18465	0.33100	0.13928	-0.42572	0.23128
0.90000	-0.02128	0.16631	0.12810	0.19327	-0.14938	0.25498
