Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.17384	0.23997	-0.30113	0.37165	0.12729	0.44239
0.32069	-0.21497	0.23575	-0.27452	0.33648	0.05954	0.41085
0.34138	-0.19064	0.21632	-0.18418	0.29756	-0.00646	0.36788
0.36207	-0.07618	0.18326	-0.30898	0.29998	0.23280	0.35153
0.38276	-0.10683	0.18135	-0.31108	0.28581	0.20425	0.33849
0.40345	-0.11658	0.17295	-0.18223	0.24653	0.06565	0.30115
0.42414	-0.18574	0.17431	-0.10841	0.21472	-0.07733	0.27656
0.44483	-0.19977	0.16869	0.06374	0.17900	-0.26351	0.24596
0.46552	-0.20467	0.16433	0.01397	0.18810	-0.21863	0.24977
0.48621	-0.18409	0.15543	-0.03245	0.18423	-0.15165	0.24104
0.50690	-0.16367	0.14763	0.00709	0.16598	-0.17075	0.22214
0.52759	-0.14982	0.14267	0.04073	0.17549	-0.19055	0.22617
0.54828	-0.14293	0.13668	0.06044	0.16453	-0.20337	0.21390
0.56897	-0.09556	0.12695	0.05325	0.16009	-0.14881	0.20432
0.58966	0.00039	0.11196	-0.00180	0.16655	0.00219	0.20068
0.61034	0.03054	0.10502	0.02785	0.15592	0.00268	0.18799
0.63103	-0.00543	0.10650	0.06587	0.14523	-0.07130	0.18009
0.65172	-0.00865	0.10421	0.05863	0.14083	-0.06728	0.17519
0.67241	0.04123	0.09659	0.05405	0.13316	-0.01281	0.16450
0.69310	0.07568	0.09138	0.03973	0.13117	0.03595	0.15986
0.71379	0.05475	0.09208	0.07447	0.12293	-0.01972	0.15359
0.73448	0.05135	0.09112	0.11232	0.11333	-0.06097	0.14542
0.75517	0.03957	0.09126	0.10570	0.11119	-0.06614	0.14384
0.77586	0.01983	0.09154	0.09566	0.11002	-0.07584	0.14312
0.79655	0.05313	0.08575	-0.02812	0.12290	0.08124	0.14986
0.81724	0.04982	0.08257	-0.09499	0.12483	0.14481	0.14967
0.83793	0.02686	0.08191	-0.10539	0.12918	0.13225	0.15296
0.85862	0.05081	0.07749	-0.12567	0.13100	0.17649	0.15220
0.87931	0.02664	0.07742	-0.16465	0.13354	0.19130	0.15436
0.90000	-0.02400	0.07874	-0.19660	0.13383	0.17260	0.15527
