Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.42620	0.44002	-0.01461	0.48338	-0.41159	0.65366
225.86207	-0.34485	0.40855	0.08760	0.43121	-0.43246	0.59402
226.72414	-0.53976	0.43152	-1.39237	1.32232	0.85261	1.39095
227.58621	-0.49446	0.41136	-1.32650	1.26996	0.83204	1.33493
228.44828	-0.56492	0.42852	-1.33088	1.27061	0.76596	1.34092
229.31034	-0.55449	0.41746	-1.37200	1.27563	0.81751	1.34220
230.17241	-0.51240	0.39965	-1.30872	1.24097	0.79631	1.30373
231.03448	-0.45906	0.34204	-2.63526	2.02689	2.17620	2.05555
231.89655	-0.45657	0.33814	-2.34414	1.82677	1.88757	1.85780
232.75862	-0.45427	0.33442	-2.31220	1.80659	1.85793	1.83728
233.62069	-0.46350	0.31058	-0.78652	1.10527	0.32302	1.14808
234.48276	-0.41415	0.29415	-0.75872	1.07539	0.34457	1.11489
235.34483	-0.41415	0.29415	-0.76038	1.06939	0.34623	1.10910
236.20690	-0.41415	0.29415	-0.74032	1.04970	0.32618	1.09014
237.06897	-0.40792	0.29074	-0.72565	1.02691	0.31772	1.06728
237.93103	-0.42861	0.29219	-0.72777	0.99149	0.29916	1.03365
238.79310	-0.50980	0.30659	-0.69671	0.96539	0.18691	1.01291
239.65517	-0.44267	0.29041	-0.69945	0.96348	0.25678	1.00630
240.51724	-0.49749	0.29116	-0.57375	0.85476	0.07625	0.90299
241.37931	-0.39403	0.26596	-0.50812	0.79151	0.11409	0.83499
242.24138	-0.42857	0.27014	-0.46529	0.75906	0.03671	0.80570
243.10345	-0.40835	0.26005	-0.45792	0.74343	0.04957	0.78760
243.96552	-0.33420	0.24338	-0.43676	0.72850	0.10256	0.76808
244.82759	-0.32157	0.23960	-0.42189	0.71494	0.10033	0.75402
245.68966	-0.30317	0.23586	-0.45080	0.71054	0.14763	0.74866
246.55172	-0.29278	0.22944	-0.45792	0.71144	0.16513	0.74753
247.41379	-0.25728	0.21577	-0.40847	0.65420	0.15118	0.68886
248.27586	-0.26422	0.21540	-0.05560	0.49059	-0.20862	0.53580
249.13793	-0.28774	0.21823	-0.04650	0.48334	-0.24125	0.53032
250.00000	-0.18148	0.19752	-0.14424	0.50484	-0.03724	0.54210
