Boundary	Data 2SVJ_NonClosure	Data 2SVJ_NC_err	Background MC 2SVJ_NonClosure	Background MC 2SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.43721	0.44385	-0.01848	0.48542	-0.41873	0.65775
225.86207	-0.35511	0.41209	0.08438	0.43302	-0.43950	0.59776
226.72414	-0.55294	0.43569	-1.40234	1.32850	0.84940	1.39812
227.58621	-0.50725	0.41536	-1.33599	1.27592	0.82875	1.34182
228.44828	-0.57857	0.43277	-1.34039	1.27657	0.76181	1.34793
229.31034	-0.56818	0.42166	-1.38167	1.28165	0.81349	1.34923
230.17241	-0.52572	0.40368	-1.31798	1.24683	0.79227	1.31055
231.03448	-0.46805	0.34474	-2.65111	2.03951	2.18307	2.06844
231.89655	-0.46561	0.34084	-2.35816	1.83822	1.89255	1.86956
232.75862	-0.46337	0.33712	-2.32603	1.81792	1.86266	1.84892
233.62069	-0.47410	0.31587	-0.79358	1.11291	0.31948	1.15687
234.48276	-0.42313	0.29876	-0.76564	1.08284	0.34250	1.12330
235.34483	-0.42313	0.29876	-0.76731	1.07682	0.34418	1.11749
236.20690	-0.42313	0.29876	-0.74715	1.05700	0.32402	1.09841
237.06897	-0.41664	0.29521	-0.73241	1.03409	0.31577	1.07540
237.93103	-0.43767	0.29668	-0.73459	0.99853	0.29692	1.04167
238.79310	-0.52071	0.31155	-0.70337	0.97225	0.18267	1.02095
239.65517	-0.45181	0.29479	-0.70613	0.97034	0.25432	1.01413
240.51724	-0.51190	0.29645	-0.58204	0.86204	0.07015	0.91158
241.37931	-0.40548	0.27031	-0.51599	0.79822	0.11051	0.84275
242.24138	-0.45302	0.27608	-0.47299	0.76553	0.01998	0.81379
243.10345	-0.43126	0.26555	-0.46562	0.74982	0.03437	0.79546
243.96552	-0.35471	0.24829	-0.44432	0.73478	0.08961	0.77559
244.82759	-0.34154	0.24437	-0.42938	0.72111	0.08784	0.76139
245.68966	-0.32261	0.24050	-0.45859	0.71680	0.13597	0.75607
246.55172	-0.31132	0.23384	-0.46577	0.71774	0.15445	0.75487
247.41379	-0.27106	0.21913	-0.41556	0.65975	0.14449	0.69519
248.27586	-0.27789	0.21873	-0.06043	0.49476	-0.21745	0.54096
249.13793	-0.30170	0.22162	-0.05145	0.48745	-0.25025	0.53547
250.00000	-0.19286	0.20034	-0.15094	0.50939	-0.04192	0.54737
