Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	nan	nan	nan	nan	nan	nan
0.32069	nan	nan	nan	nan	nan	nan
0.34138	nan	nan	nan	nan	nan	nan
0.36207	nan	nan	0.33188	1.08786	nan	nan
0.38276	nan	nan	0.42293	0.91992	nan	nan
0.40345	nan	nan	0.45684	0.83888	nan	nan
0.42414	0.37500	0.95300	0.39047	0.92281	-0.01547	1.32657
0.44483	-0.42857	2.13945	0.85632	0.18027	-1.28489	2.14703
0.46552	-0.42857	2.13945	0.82227	0.24837	-1.25084	2.15382
0.48621	-0.42857	2.13945	0.62466	0.52227	-1.05323	2.20228
0.50690	0.00000	1.47710	0.68605	0.42211	-0.68605	1.53623
0.52759	0.00000	1.47196	0.53485	0.63236	-0.53485	1.60204
0.54828	0.57143	0.55130	-0.08956	1.23000	0.66099	1.34790
0.56897	0.38462	0.61341	-0.08088	1.16700	0.46549	1.31839
0.58966	-0.25000	1.00778	-0.06576	1.07529	-0.18424	1.47373
0.61034	-0.74545	1.25876	0.26262	0.64014	-1.00807	1.41218
0.63103	-0.80000	1.27984	0.05653	0.79554	-0.85653	1.50694
0.65172	-0.44000	1.00686	-0.00091	0.79909	-0.43909	1.28542
0.67241	-0.92857	1.22697	0.04490	0.71860	-0.97347	1.42192
0.69310	-1.35714	1.43893	0.09156	0.66894	-1.44870	1.58682
0.71379	-0.39394	0.76483	-0.40733	0.99322	0.01339	1.25358
0.73448	-0.39394	0.76483	-1.13115	1.52291	0.73721	1.70418
0.75517	-0.23077	0.65735	-1.13056	1.49287	0.89979	1.63118
0.77586	-0.43590	0.75886	-1.08428	1.36251	0.64838	1.55958
0.79655	-0.82353	0.92579	-0.49577	0.93714	-0.32776	1.31731
0.81724	-0.75000	0.81570	0.26975	0.46552	-1.01975	0.93919
0.83793	-0.41667	0.60010	0.23607	0.46250	-0.65274	0.75765
0.85862	-0.24464	0.51156	0.23492	0.44286	-0.47957	0.67662
0.87931	0.11995	0.34668	0.14270	0.47318	-0.02275	0.58659
0.90000	0.11538	0.33514	0.10444	0.47522	0.01094	0.58152
