Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.03666	0.11350	0.08351	0.14561	-0.12017	0.18462
0.32069	-0.02285	0.10986	0.18515	0.16309	-0.20800	0.19664
0.34138	0.02933	0.10063	0.14350	0.15954	-0.11417	0.18862
0.36207	0.02790	0.10041	0.08511	0.17388	-0.05721	0.20079
0.38276	0.03324	0.09822	0.08443	0.17017	-0.05118	0.19648
0.40345	-0.00587	0.10163	0.07662	0.17154	-0.08250	0.19939
0.42414	-0.04751	0.10656	0.02602	0.18304	-0.07353	0.21180
0.44483	0.00612	0.10285	-0.07603	0.27386	0.08215	0.29253
0.46552	-0.00448	0.10069	-0.06567	0.26024	0.06119	0.27904
0.48621	0.02011	0.09861	-0.08974	0.26721	0.10985	0.28482
0.50690	0.03824	0.09073	-0.23392	0.26284	0.27216	0.27806
0.52759	0.03497	0.09018	-0.20000	0.24507	0.23497	0.26114
0.54828	0.04147	0.08918	-0.16331	0.23817	0.20478	0.25432
0.56897	-0.01447	0.09495	-0.14389	0.17239	0.12943	0.19681
0.58966	-0.06635	0.09853	-0.28487	0.21262	0.21852	0.23434
0.61034	-0.06620	0.09609	-0.30920	0.22050	0.24300	0.24053
0.63103	-0.06376	0.09650	-0.22927	0.22782	0.16551	0.24742
0.65172	-0.00489	0.09028	-0.32681	0.24763	0.32192	0.26357
0.67241	-0.06284	0.09150	-0.07267	0.23456	0.00983	0.25177
0.69310	-0.04695	0.08827	-0.12272	0.24462	0.07577	0.26006
0.71379	-0.12177	0.09691	0.06769	0.21752	-0.18946	0.23814
0.73448	-0.11164	0.09599	-0.00411	0.20196	-0.10753	0.22362
0.75517	-0.09904	0.09291	0.00827	0.19467	-0.10731	0.21570
0.77586	-0.08596	0.09239	0.09116	0.18199	-0.17711	0.20410
0.79655	-0.10788	0.09414	0.10777	0.17649	-0.21565	0.20002
0.81724	-0.11834	0.09498	0.12249	0.17297	-0.24083	0.19733
0.83793	-0.12802	0.08916	0.08031	0.18382	-0.20833	0.20430
0.85862	-0.10061	0.08544	0.03239	0.18537	-0.13300	0.20411
0.87931	-0.07942	0.08203	0.10037	0.17204	-0.17979	0.19059
0.90000	-0.07534	0.06971	0.07195	0.14375	-0.14728	0.15976
