Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.22049	0.45228	0.20906	0.47412	-0.42954	0.65525
0.32069	0.05734	0.35695	-0.08423	0.61721	0.14158	0.71300
0.34138	0.22780	0.29384	0.03199	0.51953	0.19581	0.59687
0.36207	0.19054	0.30938	-0.10261	0.62109	0.29314	0.69388
0.38276	0.26070	0.27859	-0.15655	0.61015	0.41725	0.67074
0.40345	0.32237	0.27040	-0.20249	0.63874	0.52486	0.69362
0.42414	0.42308	0.24550	-0.16239	0.63918	0.58547	0.68470
0.44483	0.47230	0.20783	0.17826	0.43006	0.29405	0.47765
0.46552	0.43042	0.21532	0.17818	0.43723	0.25224	0.48737
0.48621	0.35238	0.25018	0.19586	0.42762	0.15652	0.49542
0.50690	0.45057	0.19263	-1.66172	2.20848	2.11228	2.21687
0.52759	0.40474	0.20119	-1.51976	2.04330	1.92451	2.05319
0.54828	0.31629	0.23076	-1.24260	1.78061	1.55889	1.79550
0.56897	0.10000	0.31072	-1.05126	1.56026	1.15126	1.59090
0.58966	0.17675	0.28418	-1.35591	1.76447	1.53266	1.78721
0.61034	0.08929	0.30745	-1.18012	1.55817	1.26940	1.58821
0.63103	0.04428	0.31908	-1.22035	1.59733	1.26463	1.62889
0.65172	-0.00553	0.32622	-1.28170	1.59906	1.27617	1.63199
0.67241	-0.03679	0.31993	-1.71128	1.84947	1.67449	1.87694
0.69310	-0.03833	0.31538	-1.68494	1.80952	1.64661	1.83680
0.71379	-0.24501	0.39035	-1.22045	1.47091	0.97544	1.52183
0.73448	-0.31149	0.40754	-1.01295	1.34307	0.70146	1.40354
0.75517	-0.43818	0.43172	-1.02944	1.34194	0.59127	1.40968
0.77586	-0.56446	0.47532	0.32393	0.30937	-0.88839	0.56713
0.79655	-0.58411	0.46986	0.34763	0.29729	-0.93174	0.55601
0.81724	-0.51619	0.46038	0.27584	0.32936	-0.79204	0.56606
0.83793	-0.61783	0.44818	0.19100	0.35106	-0.80883	0.56931
0.85862	-0.57668	0.42387	0.24904	0.32131	-0.82572	0.53189
0.87931	-0.57083	0.39899	0.22443	0.32181	-0.79527	0.51260
0.90000	-0.61491	0.35379	0.22643	0.28338	-0.84133	0.45329
