Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.06148	0.04771	-0.02492	0.04320	-0.03657	0.06436
0.32069	-0.05793	0.04625	-0.04467	0.04310	-0.01326	0.06322
0.34138	-0.06918	0.04535	-0.03915	0.04289	-0.03003	0.06242
0.36207	-0.07899	0.04463	-0.04381	0.04311	-0.03518	0.06205
0.38276	-0.05896	0.04266	-0.04230	0.04234	-0.01666	0.06011
0.40345	-0.06302	0.04171	-0.07141	0.04467	0.00839	0.06111
0.42414	-0.06288	0.04058	-0.08711	0.04464	0.02424	0.06033
0.44483	-0.03803	0.03869	-0.07285	0.04299	0.03482	0.05783
0.46552	-0.02558	0.03707	-0.06144	0.04069	0.03586	0.05505
0.48621	-0.00364	0.03523	-0.06222	0.03997	0.05858	0.05328
0.50690	0.00546	0.03406	-0.05989	0.03873	0.06536	0.05158
0.52759	-0.00478	0.03357	-0.06325	0.03800	0.05847	0.05071
0.54828	-0.02467	0.03372	-0.05218	0.03743	0.02752	0.05038
0.56897	-0.02990	0.03350	-0.04702	0.03738	0.01712	0.05019
0.58966	-0.01506	0.03269	-0.04767	0.03721	0.03261	0.04953
0.61034	-0.00993	0.03188	-0.04026	0.03651	0.03033	0.04847
0.63103	-0.02959	0.03225	-0.02893	0.03600	-0.00066	0.04833
0.65172	-0.02436	0.03190	-0.00071	0.03481	-0.02364	0.04722
0.67241	-0.01462	0.03146	0.01229	0.03452	-0.02691	0.04671
0.69310	0.00158	0.03063	0.00498	0.03469	-0.00340	0.04628
0.71379	-0.00926	0.03092	-0.01105	0.03568	0.00179	0.04721
0.73448	-0.00285	0.03080	-0.02510	0.03702	0.02225	0.04816
0.75517	0.00538	0.03038	-0.03543	0.03780	0.04081	0.04850
0.77586	0.00587	0.03054	-0.03071	0.03842	0.03658	0.04908
0.79655	0.02039	0.02985	-0.03458	0.03901	0.05497	0.04912
0.81724	0.01498	0.02941	-0.03294	0.03876	0.04792	0.04865
0.83793	0.01523	0.02866	-0.01868	0.03764	0.03391	0.04731
0.85862	0.01958	0.02814	-0.01604	0.03709	0.03561	0.04656
0.87931	0.01116	0.02807	-0.00823	0.03680	0.01940	0.04629
0.90000	0.01055	0.02734	-0.00928	0.03577	0.01983	0.04502
