Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-3.00000	5.53775	-6.05467	10.10907	3.05467	11.52649
0.32069	-5.00000	8.12404	-22.55033	31.89681	17.55033	32.91514
0.34138	-4.00000	6.32456	-5.30684	7.27844	1.30684	9.64239
0.36207	-5.00000	7.46420	0.20320	0.87413	-5.20320	7.51521
0.38276	-3.20000	5.15209	-0.19978	1.25296	-3.00022	5.30226
0.40345	-5.18182	7.31373	-0.50733	1.55118	-4.67449	7.47641
0.42414	-2.00000	2.82843	-0.86962	1.86244	-1.13038	3.38655
0.44483	-1.69231	2.18372	-0.89864	1.81101	-0.79367	2.83696
0.46552	-1.50000	2.01925	-1.54495	2.48147	0.04495	3.19923
0.48621	-1.33333	1.81217	-1.33361	2.08199	0.00028	2.76019
0.50690	-1.19048	1.68410	-1.32574	1.99484	0.13526	2.61067
0.52759	-1.17391	1.66056	-1.79514	2.37605	0.62123	2.89881
0.54828	-0.35652	0.90857	-0.83282	1.35423	0.47630	1.63078
0.56897	0.14286	0.53496	-1.00885	1.39930	1.15171	1.49807
0.58966	0.21329	0.41665	-2.07380	2.06349	2.28709	2.10513
0.61034	0.36224	0.31705	-2.13970	1.92160	2.50194	1.94758
0.63103	0.31724	0.32680	-2.46194	1.96866	2.77918	1.99560
0.65172	0.06667	0.42234	-1.67811	1.48453	1.74478	1.54344
0.67241	0.35185	0.27932	-1.55041	1.37736	1.90226	1.40540
0.69310	0.42564	0.23948	-1.14477	1.12927	1.57041	1.15439
0.71379	0.36842	0.24848	-0.87542	0.93149	1.24384	0.96406
0.73448	0.36667	0.24574	-0.49153	0.76291	0.85820	0.80151
0.75517	0.17735	0.30927	-0.56074	0.78255	0.73809	0.84144
0.77586	-0.11184	0.40408	-0.34534	0.62441	0.23350	0.74376
0.79655	-0.06115	0.36565	-0.34637	0.59919	0.28521	0.70195
0.81724	-0.04894	0.34583	0.08642	0.39298	-0.13535	0.52348
0.83793	-0.00744	0.32462	0.32431	0.34920	-0.33175	0.47678
0.85862	-0.08984	0.33985	0.30970	0.33805	-0.39955	0.47935
0.87931	-0.14583	0.34252	0.26230	0.34829	-0.40814	0.48850
0.90000	-0.10174	0.31681	0.22099	0.34849	-0.32272	0.47097
