Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.01617	0.01292	0.00627	0.01909	0.00990	0.02305
225.86207	0.01660	0.01292	0.00658	0.01915	0.01002	0.02310
226.72414	0.01679	0.01234	0.00333	0.01832	0.01346	0.02209
227.58621	0.01520	0.01238	0.00174	0.01842	0.01346	0.02219
228.44828	0.01583	0.01238	0.00324	0.01846	0.01259	0.02223
229.31034	0.01462	0.01241	0.00422	0.01852	0.01040	0.02230
230.17241	0.01403	0.01243	0.00351	0.01861	0.01052	0.02238
231.03448	0.01330	0.01255	0.01344	0.01879	-0.00014	0.02260
231.89655	0.01294	0.01258	0.01511	0.01883	-0.00217	0.02264
232.75862	0.01420	0.01258	0.01558	0.01889	-0.00138	0.02270
233.62069	0.00523	0.01197	0.01041	0.01790	-0.00518	0.02154
234.48276	0.00530	0.01199	0.00860	0.01800	-0.00330	0.02163
235.34483	0.00583	0.01200	0.00650	0.01812	-0.00068	0.02173
236.20690	0.00543	0.01203	0.00652	0.01818	-0.00110	0.02180
237.06897	0.00501	0.01205	0.00618	0.01826	-0.00117	0.02188
237.93103	0.00438	0.01208	0.00581	0.01834	-0.00143	0.02196
238.79310	0.00430	0.01210	0.00343	0.01846	0.00087	0.02208
239.65517	0.00189	0.01216	0.00432	0.01854	-0.00243	0.02217
240.51724	-0.00228	0.01178	-0.00106	0.01800	-0.00122	0.02151
241.37931	-0.00397	0.01184	-0.00211	0.01816	-0.00186	0.02168
242.24138	-0.01246	0.01248	-0.00862	0.01896	-0.00385	0.02270
243.10345	-0.01573	0.01259	-0.00783	0.01912	-0.00790	0.02289
243.96552	-0.01660	0.01266	-0.00793	0.01930	-0.00867	0.02308
244.82759	-0.01582	0.01270	-0.00824	0.01944	-0.00758	0.02323
245.68966	-0.01666	0.01276	-0.00764	0.01958	-0.00902	0.02337
246.55172	-0.01481	0.01278	-0.00936	0.01975	-0.00545	0.02353
247.41379	-0.01699	0.01227	-0.00768	0.01883	-0.00931	0.02247
248.27586	-0.01733	0.01233	-0.00689	0.01895	-0.01044	0.02261
249.13793	-0.01265	0.01232	-0.00564	0.01906	-0.00700	0.02270
250.00000	-0.01478	0.01248	-0.01032	0.01947	-0.00446	0.02312
