Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	nan	nan	nan	nan	nan	nan
0.32069	nan	nan	nan	nan	nan	nan
0.34138	nan	nan	nan	nan	nan	nan
0.36207	nan	nan	nan	nan	nan	nan
0.38276	nan	nan	nan	nan	nan	nan
0.40345	nan	nan	0.99311	0.01330	nan	nan
0.42414	nan	nan	0.99287	0.01370	nan	nan
0.44483	nan	nan	0.99904	0.00170	nan	nan
0.46552	nan	nan	0.99761	0.00387	nan	nan
0.48621	nan	nan	0.99761	0.00387	nan	nan
0.50690	nan	nan	0.23875	1.37179	nan	nan
0.52759	nan	nan	0.23875	1.37179	nan	nan
0.54828	nan	nan	0.23875	1.37179	nan	nan
0.56897	nan	nan	0.23875	1.37179	nan	nan
0.58966	nan	nan	-3.07578	6.92323	nan	nan
0.61034	nan	nan	-0.27025	2.27005	nan	nan
0.63103	nan	nan	-0.13683	1.99176	nan	nan
0.65172	nan	nan	-2.37366	6.12015	nan	nan
0.67241	nan	nan	-1.90367	5.36260	nan	nan
0.69310	nan	nan	-1.90367	5.36260	nan	nan
0.71379	nan	nan	-1.41305	4.31251	nan	nan
0.73448	nan	nan	-1.13348	3.94068	nan	nan
0.75517	nan	nan	-1.61934	4.72217	nan	nan
0.77586	nan	nan	-1.25860	3.99715	nan	nan
0.79655	nan	nan	-1.68164	4.82612	nan	nan
0.81724	nan	nan	-1.68164	4.82612	nan	nan
0.83793	nan	nan	-1.72096	4.71799	nan	nan
0.85862	nan	nan	-1.72096	4.71799	nan	nan
0.87931	-1.00000	3.74166	-5.54989	10.94120	4.54989	11.56329
0.90000	-1.00000	3.31662	-18.59017	28.69004	17.59017	28.88110
