Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.12533	0.22267	-0.14295	0.35540	0.26828	0.41940
0.32069	0.09722	0.22078	-0.06165	0.34944	0.15887	0.41334
0.34138	-0.03515	0.23726	0.01585	0.31178	-0.05101	0.39179
0.36207	-0.23733	0.27085	0.06298	0.28084	-0.30031	0.39016
0.38276	-0.21348	0.25602	0.07420	0.26656	-0.28768	0.36960
0.40345	-0.13750	0.22858	0.11850	0.23920	-0.25600	0.33085
0.42414	-0.11233	0.21513	0.10725	0.23095	-0.21958	0.31562
0.44483	-0.16610	0.21899	0.12020	0.21620	-0.28630	0.30774
0.46552	-0.06692	0.19366	0.06982	0.21856	-0.13673	0.29201
0.48621	0.01998	0.17214	0.01433	0.23009	0.00566	0.28735
0.50690	-0.01766	0.17212	0.14162	0.19365	-0.15928	0.25909
0.52759	-0.00104	0.16590	0.13988	0.18831	-0.14092	0.25096
0.54828	-0.00117	0.16274	0.14163	0.18471	-0.14280	0.24617
0.56897	-0.00812	0.16008	0.03305	0.20654	-0.04117	0.26131
0.58966	-0.00180	0.15461	-0.07210	0.21804	0.07030	0.26729
0.61034	0.03058	0.14643	-0.02880	0.20357	0.05939	0.25076
0.63103	-0.04937	0.15444	0.02606	0.19501	-0.07543	0.24876
0.65172	-0.13871	0.16564	-0.04064	0.20151	-0.09807	0.26085
0.67241	-0.06115	0.15182	-0.05837	0.20318	-0.00277	0.25364
0.69310	-0.01250	0.14285	-0.09125	0.20664	0.07875	0.25121
0.71379	0.00555	0.13801	-0.11466	0.20884	0.12022	0.25032
0.73448	-0.04600	0.14440	-0.11438	0.20503	0.06838	0.25078
0.75517	-0.10686	0.15002	-0.00460	0.18045	-0.10225	0.23467
0.77586	-0.15532	0.15491	0.03811	0.17483	-0.19343	0.23358
0.79655	-0.15641	0.15114	0.00341	0.17652	-0.15982	0.23238
0.81724	-0.17534	0.14929	0.03881	0.16245	-0.21415	0.22064
0.83793	-0.15160	0.14148	0.03156	0.15732	-0.18317	0.21158
0.85862	-0.14562	0.13716	0.09172	0.14095	-0.23734	0.19667
0.87931	-0.16527	0.13671	0.04875	0.15434	-0.21402	0.20618
0.90000	-0.09926	0.12442	-0.00087	0.15487	-0.09839	0.19866
