Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.26191	0.40796	-0.69493	0.62999	0.43301	0.75055
0.32069	-0.25984	0.39089	-1.28605	1.15019	1.02621	1.21480
0.34138	-0.15594	0.36190	-0.74410	0.89823	0.58816	0.96839
0.36207	-0.20221	0.39713	-0.78365	0.92369	0.58144	1.00544
0.38276	-0.36223	0.43148	-0.90748	0.96308	0.54525	1.05532
0.40345	-0.50839	0.47051	-0.90705	0.96074	0.39866	1.06977
0.42414	-0.30385	0.40429	-0.93017	0.96648	0.62632	1.04763
0.44483	-0.40541	0.44909	-0.91896	0.96053	0.51356	1.06033
0.46552	-0.25638	0.39030	-0.89041	0.93859	0.63404	1.01651
0.48621	-0.13455	0.34397	-0.79281	0.89385	0.65826	0.95775
0.50690	-0.16499	0.34543	-0.49317	0.79246	0.32819	0.86447
0.52759	-0.13684	0.32691	-0.50615	0.78880	0.36931	0.85386
0.54828	-0.26457	0.37620	-0.44174	0.77144	0.17717	0.85828
0.56897	-0.22170	0.35180	0.04323	0.36401	-0.26493	0.50622
0.58966	-0.19901	0.33998	-0.34793	0.48921	0.14892	0.59574
0.61034	-0.21948	0.33373	-0.27456	0.44979	0.05508	0.56008
0.63103	-0.21386	0.32612	-0.25000	0.45005	0.03615	0.55579
0.65172	-0.03460	0.26322	-0.20096	0.42816	0.16635	0.50260
0.67241	-0.03414	0.26247	-0.28211	0.45097	0.24796	0.52179
0.69310	0.06993	0.22720	0.24753	0.42032	-0.17760	0.47780
0.71379	0.18023	0.19657	0.25321	0.39992	-0.07298	0.44562
0.73448	0.11988	0.20842	-0.14010	0.71117	0.25998	0.74108
0.75517	0.07799	0.21674	-0.14225	0.69931	0.22024	0.73212
0.77586	0.03375	0.22468	-0.13201	0.68793	0.16576	0.72369
0.79655	-0.03782	0.24048	-0.12615	0.67842	0.08833	0.71978
0.81724	-0.03998	0.23441	-0.11650	0.66792	0.07652	0.70785
0.83793	-0.07016	0.23973	-0.12454	0.65852	0.05438	0.70079
0.85862	-0.13906	0.25635	-0.08919	0.63017	-0.04987	0.68031
0.87931	-0.26682	0.28525	-0.00004	0.57521	-0.26678	0.64205
0.90000	-0.19552	0.23782	-0.04683	0.49136	-0.14868	0.54589
