Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.14123	0.19781	-0.04740	0.51141	-0.09383	0.54833
225.86207	-0.15556	0.19977	-0.04571	0.50998	-0.10985	0.54771
226.72414	-0.19611	0.19741	0.03797	0.44508	-0.23408	0.48689
227.58621	-0.14114	0.18765	0.03656	0.44550	-0.17770	0.48341
228.44828	-0.13184	0.18554	0.03747	0.44352	-0.16931	0.48076
229.31034	-0.14017	0.18654	0.08107	0.41718	-0.22124	0.45699
230.17241	-0.14853	0.18756	0.08398	0.41387	-0.23251	0.45439
231.03448	-0.15304	0.19770	0.25789	0.24317	-0.41092	0.31340
231.89655	-0.16013	0.19865	0.25580	0.24336	-0.41593	0.31414
232.75862	-0.16013	0.19865	0.25436	0.24339	-0.41450	0.31417
233.62069	-0.18552	0.18765	0.29634	0.22224	-0.48186	0.29087
234.48276	-0.15854	0.18318	0.24872	0.23663	-0.40726	0.29925
235.34483	-0.13466	0.17905	0.24857	0.23564	-0.38322	0.29595
236.20690	-0.12180	0.17694	0.25347	0.23309	-0.37527	0.29264
237.06897	-0.08660	0.17101	0.25388	0.23230	-0.34048	0.28846
237.93103	-0.07912	0.16950	0.24919	0.23313	-0.32831	0.28824
238.79310	-0.07912	0.16950	0.24774	0.23302	-0.32687	0.28815
239.65517	-0.12341	0.17628	0.24911	0.23228	-0.37252	0.29160
240.51724	-0.13574	0.17154	0.23768	0.23032	-0.37342	0.28718
241.37931	-0.12395	0.16951	0.23090	0.23189	-0.35485	0.28724
242.24138	-0.15066	0.18067	0.23683	0.21762	-0.38748	0.28284
243.10345	-0.15789	0.18175	0.23733	0.21651	-0.39522	0.28268
243.96552	-0.14401	0.17946	0.23515	0.21652	-0.37916	0.28122
244.82759	-0.13752	0.17833	0.23684	0.21544	-0.37437	0.27967
245.68966	-0.12718	0.17669	0.23105	0.21672	-0.35823	0.27962
246.55172	-0.13117	0.17727	0.24164	0.21209	-0.37280	0.27642
247.41379	-0.18150	0.17744	0.22825	0.20802	-0.40975	0.27342
248.27586	-0.18069	0.17745	0.22755	0.20712	-0.40825	0.27274
249.13793	-0.12793	0.16965	0.22294	0.20785	-0.35087	0.26830
250.00000	-0.07637	0.16346	0.21266	0.20259	-0.28903	0.26031
