Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.01930	0.01582	0.01667	0.02686	0.00263	0.03118
225.86207	0.02007	0.01588	0.01753	0.02699	0.00254	0.03131
226.72414	0.01721	0.01526	0.00846	0.02594	0.00874	0.03009
227.58621	0.01930	0.01529	0.00929	0.02605	0.01001	0.03020
228.44828	0.02024	0.01534	0.01006	0.02608	0.01018	0.03026
229.31034	0.01854	0.01542	0.00648	0.02631	0.01206	0.03050
230.17241	0.02039	0.01545	0.00528	0.02651	0.01511	0.03068
231.03448	0.01408	0.01574	0.00649	0.02653	0.00758	0.03085
231.89655	0.01560	0.01578	0.00440	0.02674	0.01120	0.03105
232.75862	0.01706	0.01583	0.00259	0.02696	0.01447	0.03126
233.62069	0.01028	0.01511	0.00718	0.02545	0.00309	0.02960
234.48276	0.01088	0.01517	0.00810	0.02557	0.00278	0.02973
235.34483	0.01018	0.01525	0.00735	0.02577	0.00283	0.02994
236.20690	0.01402	0.01526	0.00907	0.02586	0.00495	0.03003
237.06897	0.01410	0.01534	0.01104	0.02601	0.00306	0.03019
237.93103	0.01492	0.01540	0.01331	0.02609	0.00162	0.03030
238.79310	0.01713	0.01544	0.01160	0.02628	0.00552	0.03048
239.65517	0.01788	0.01550	0.01168	0.02642	0.00620	0.03064
240.51724	0.01744	0.01502	0.00752	0.02553	0.00991	0.02962
241.37931	0.01746	0.01510	0.00976	0.02565	0.00770	0.02976
242.24138	0.01608	0.01579	-0.00151	0.02667	0.01759	0.03099
243.10345	0.01520	0.01590	-0.00118	0.02687	0.01638	0.03123
243.96552	0.01462	0.01601	0.00126	0.02694	0.01336	0.03134
244.82759	0.01253	0.01616	0.00455	0.02707	0.00797	0.03152
245.68966	0.01103	0.01629	0.00396	0.02732	0.00708	0.03181
246.55172	0.01037	0.01643	0.00833	0.02736	0.00204	0.03191
247.41379	0.00786	0.01587	0.01265	0.02596	-0.00479	0.03042
248.27586	0.00437	0.01610	0.01473	0.02626	-0.01036	0.03081
249.13793	0.00403	0.01634	0.01239	0.02673	-0.00836	0.03133
250.00000	0.01208	0.01769	0.01829	0.02890	-0.00622	0.03388
