Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.03330	0.38459	-0.61511	0.62113	0.58181	0.73055
0.32069	0.00539	0.35572	-0.53161	0.56930	0.53700	0.67130
0.34138	-0.13235	0.36325	-0.14745	0.40722	0.01510	0.54569
0.36207	-0.13736	0.35370	-0.16904	0.39508	0.03168	0.53027
0.38276	-0.23394	0.36777	-0.12033	0.36562	-0.11361	0.51858
0.40345	-0.27041	0.35939	-0.14359	0.35397	-0.12682	0.50443
0.42414	-0.16667	0.31180	-0.11740	0.33278	-0.04927	0.45603
0.44483	0.00972	0.25902	-0.07553	0.37452	0.08525	0.45536
0.46552	0.12085	0.22252	-0.04258	0.34543	0.16343	0.41090
0.48621	0.00641	0.24343	0.03834	0.35079	-0.03193	0.42698
0.50690	0.08373	0.20266	-0.31040	0.42804	0.39413	0.47359
0.52759	0.08877	0.19649	-0.27984	0.40441	0.36861	0.44962
0.54828	-0.03639	0.21861	-0.19975	0.39531	0.16337	0.45173
0.56897	-0.02345	0.21181	-0.28406	0.41642	0.26061	0.46720
0.58966	-0.07563	0.21625	-0.29771	0.41195	0.22208	0.46526
0.61034	-0.13535	0.22382	-0.31553	0.40600	0.18018	0.46361
0.63103	-0.05723	0.20234	-0.33850	0.40463	0.28127	0.45241
0.65172	-0.03412	0.19467	-0.36865	0.40169	0.33453	0.44638
0.67241	-0.05392	0.18680	-0.33383	0.37862	0.27991	0.42220
0.69310	-0.10865	0.19427	-0.23015	0.34513	0.12151	0.39605
0.71379	-0.06316	0.18852	-0.57655	0.47199	0.51339	0.50825
0.73448	-0.14406	0.20195	-0.61625	0.47820	0.47219	0.51909
0.75517	-0.11697	0.19309	-0.47116	0.43161	0.35419	0.47283
0.77586	-0.03089	0.17479	-0.10175	0.32106	0.07086	0.36556
0.79655	-0.13280	0.18796	-0.13529	0.32259	0.00249	0.37335
0.81724	-0.07476	0.17172	-0.03179	0.27874	-0.04296	0.32739
0.83793	0.00958	0.14775	-0.00185	0.23928	0.01143	0.28122
0.85862	0.02124	0.14284	0.13382	0.19587	-0.11258	0.24242
0.87931	0.11270	0.12644	0.14368	0.19582	-0.03097	0.23310
0.90000	0.12011	0.12231	0.12819	0.18994	-0.00808	0.22592
