Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.08634	0.08933	-0.06430	0.10171	-0.02204	0.13537
0.32069	-0.10676	0.08891	-0.11252	0.10784	0.00576	0.13977
0.34138	-0.12049	0.08352	-0.06819	0.10213	-0.05230	0.13193
0.36207	-0.09857	0.08027	-0.11962	0.10852	0.02105	0.13498
0.38276	-0.09445	0.07790	-0.10529	0.10573	0.01084	0.13133
0.40345	-0.08516	0.07531	-0.06096	0.09661	-0.02420	0.12250
0.42414	-0.05206	0.07140	-0.08897	0.09586	0.03692	0.11953
0.44483	-0.03945	0.06971	-0.00820	0.09025	-0.03125	0.11404
0.46552	-0.02954	0.06692	-0.02728	0.08924	-0.00226	0.11155
0.48621	0.00041	0.06341	-0.00765	0.08981	0.00806	0.10994
0.50690	-0.01163	0.05907	-0.03021	0.08368	0.01858	0.10243
0.52759	-0.02818	0.05873	-0.04254	0.08210	0.01436	0.10094
0.54828	-0.03063	0.05802	-0.02049	0.08202	-0.01013	0.10047
0.56897	-0.01552	0.05669	0.00098	0.07961	-0.01650	0.09774
0.58966	-0.00261	0.05546	-0.03196	0.08285	0.02935	0.09970
0.61034	-0.01781	0.05531	-0.04976	0.08249	0.03195	0.09932
0.63103	-0.00803	0.05419	-0.05210	0.08307	0.04407	0.09918
0.65172	-0.02068	0.05452	-0.05355	0.08247	0.03287	0.09887
0.67241	-0.03973	0.05330	-0.06416	0.08105	0.02444	0.09701
0.69310	-0.05810	0.05357	-0.05088	0.07954	-0.00722	0.09590
0.71379	-0.06775	0.05619	-0.17480	0.09287	0.10705	0.10854
0.73448	-0.07644	0.05684	-0.21490	0.09493	0.13846	0.11064
0.75517	-0.08570	0.05700	-0.20165	0.09426	0.11595	0.11016
0.77586	-0.06358	0.05588	-0.13822	0.09143	0.07464	0.10715
0.79655	-0.07843	0.05571	-0.11278	0.08725	0.03435	0.10352
0.81724	-0.03036	0.05130	-0.07242	0.08276	0.04206	0.09737
0.83793	-0.04111	0.04797	-0.06611	0.07437	0.02500	0.08850
0.85862	-0.04279	0.04704	-0.00244	0.06845	-0.04035	0.08305
0.87931	-0.03523	0.04591	0.02196	0.06530	-0.05718	0.07982
0.90000	-0.04758	0.04514	0.04389	0.06051	-0.09148	0.07549
