Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.14458	0.23338	-0.57478	0.94321	0.43021	0.97166
225.86207	-0.11749	0.22702	-0.58798	0.94659	0.47049	0.97343
226.72414	-0.30424	0.24826	-0.51012	0.85525	0.20588	0.89055
227.58621	-0.34227	0.25221	-0.49787	0.83809	0.15560	0.87522
228.44828	-0.44566	0.26898	-0.52444	0.85004	0.07877	0.89158
229.31034	-0.45103	0.26608	-0.60404	0.88820	0.15301	0.92720
230.17241	-0.45299	0.26524	-0.63402	0.90001	0.18103	0.93828
231.03448	-0.50079	0.25653	-0.50895	0.71869	0.00815	0.76310
231.89655	-0.44176	0.24502	-0.52445	0.70913	0.08269	0.75027
232.75862	-0.34991	0.22772	-0.50716	0.69764	0.15725	0.73386
233.62069	-0.23894	0.19949	-0.52703	0.65761	0.28809	0.68720
234.48276	-0.25416	0.20146	-0.51310	0.64460	0.25894	0.67535
235.34483	-0.21933	0.19372	-0.52220	0.64389	0.30287	0.67240
236.20690	-0.18791	0.18747	-0.54500	0.64703	0.35709	0.67364
237.06897	-0.17271	0.18398	-0.55866	0.64253	0.38594	0.66835
237.93103	-0.17265	0.18305	-0.58626	0.64902	0.41361	0.67434
238.79310	-0.17289	0.18262	-0.61963	0.65870	0.44675	0.68355
239.65517	-0.13247	0.17565	-0.64378	0.66542	0.51131	0.68821
240.51724	-0.20350	0.18030	-0.48767	0.58127	0.28416	0.60859
241.37931	-0.23413	0.18502	-0.54739	0.60164	0.31325	0.62945
242.24138	-0.30287	0.20271	-0.36294	0.52590	0.06007	0.56362
243.10345	-0.32205	0.20681	0.11931	0.33539	-0.44136	0.39403
243.96552	-0.34013	0.21059	0.10796	0.34002	-0.44809	0.39996
244.82759	-0.35378	0.21534	0.11182	0.34030	-0.46560	0.40271
245.68966	-0.26390	0.20400	0.04086	0.36913	-0.30476	0.42175
246.55172	-0.22923	0.20480	0.05813	0.37353	-0.28737	0.42599
247.41379	-0.23706	0.20466	0.02236	0.38777	-0.25942	0.43846
248.27586	-0.27592	0.22439	-0.15009	0.46701	-0.12583	0.51812
249.13793	-0.22714	0.23393	0.03206	0.40212	-0.25920	0.46521
250.00000	-0.00907	0.25492	0.29289	0.25173	-0.30195	0.35827
