Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.02548	0.02689	-0.00323	0.03926	0.02871	0.04759
225.86207	0.02489	0.02684	-0.00421	0.03925	0.02910	0.04755
226.72414	0.00835	0.02598	-0.00715	0.03778	0.01550	0.04585
227.58621	0.00812	0.02591	-0.00813	0.03778	0.01625	0.04581
228.44828	0.00822	0.02585	-0.00830	0.03776	0.01652	0.04576
229.31034	0.00713	0.02581	-0.00832	0.03775	0.01546	0.04573
230.17241	0.00837	0.02570	-0.00705	0.03769	0.01542	0.04562
231.03448	-0.00324	0.02638	-0.00927	0.03891	0.00603	0.04701
231.89655	-0.00244	0.02631	-0.00399	0.03882	0.00155	0.04690
232.75862	-0.00011	0.02618	-0.00889	0.03905	0.00878	0.04701
233.62069	-0.01710	0.02501	-0.02130	0.03710	0.00420	0.04474
234.48276	-0.01393	0.02488	-0.02797	0.03738	0.01404	0.04491
235.34483	-0.01365	0.02482	-0.02753	0.03737	0.01388	0.04486
236.20690	-0.01453	0.02479	-0.03030	0.03750	0.01577	0.04495
237.06897	-0.01785	0.02483	-0.02178	0.03726	0.00393	0.04477
237.93103	-0.01764	0.02479	-0.02027	0.03750	0.00263	0.04495
238.79310	-0.01578	0.02471	-0.02154	0.03755	0.00576	0.04495
239.65517	-0.01470	0.02464	-0.01893	0.03749	0.00423	0.04487
240.51724	-0.02413	0.02381	-0.01349	0.03567	-0.01065	0.04289
241.37931	-0.02136	0.02370	-0.01803	0.03590	-0.00334	0.04302
242.24138	-0.02918	0.02486	-0.01868	0.03695	-0.01051	0.04454
243.10345	-0.03018	0.02483	-0.02992	0.03786	-0.00026	0.04528
243.96552	-0.03572	0.02493	-0.03187	0.03801	-0.00385	0.04546
244.82759	-0.03667	0.02493	-0.03656	0.03828	-0.00011	0.04568
245.68966	-0.03621	0.02490	-0.03071	0.03820	-0.00550	0.04560
246.55172	-0.03436	0.02484	-0.03351	0.03840	-0.00085	0.04573
247.41379	-0.03287	0.02362	-0.04182	0.03676	0.00896	0.04370
248.27586	-0.03238	0.02361	-0.04712	0.03703	0.01474	0.04392
249.13793	-0.03607	0.02369	-0.04716	0.03713	0.01109	0.04404
250.00000	-0.03587	0.02369	-0.04159	0.03725	0.00573	0.04414
