Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.03221	0.08280	-0.20333	0.15115	0.23554	0.17234
225.86207	0.04285	0.08115	-0.21403	0.15121	0.25688	0.17161
226.72414	0.01379	0.07893	-0.11615	0.12997	0.12994	0.15206
227.58621	0.03779	0.07629	-0.11715	0.12892	0.15495	0.14980
228.44828	0.04392	0.07512	-0.11877	0.12780	0.16270	0.14824
229.31034	0.04269	0.07448	-0.10519	0.12471	0.14787	0.14526
230.17241	0.05083	0.07325	-0.03033	0.12133	0.08116	0.14172
231.03448	0.04810	0.07432	0.05046	0.10998	-0.00236	0.13273
231.89655	0.04808	0.07372	0.04619	0.10963	0.00190	0.13211
232.75862	0.04343	0.07354	0.05491	0.10784	-0.01147	0.13053
233.62069	0.03143	0.06967	-0.00338	0.10923	0.03480	0.12955
234.48276	0.01984	0.06978	-0.00175	0.10855	0.02159	0.12904
235.34483	0.02521	0.06865	0.00326	0.10705	0.02195	0.12717
236.20690	0.02270	0.06841	0.00966	0.10545	0.01305	0.12570
237.06897	0.02056	0.06821	0.01142	0.10461	0.00914	0.12488
237.93103	0.01537	0.06809	0.01056	0.10412	0.00481	0.12441
238.79310	0.00367	0.06850	0.00683	0.10385	-0.00316	0.12440
239.65517	0.00721	0.06768	0.01305	0.10201	-0.00584	0.12242
240.51724	-0.03130	0.06630	0.02099	0.09743	-0.05228	0.11785
241.37931	-0.03046	0.06541	0.02236	0.09607	-0.05282	0.11623
242.24138	-0.05083	0.06814	0.02815	0.10549	-0.07898	0.12558
243.10345	-0.03867	0.06662	-0.01843	0.11261	-0.02023	0.13084
243.96552	-0.01669	0.06471	-0.02896	0.11252	0.01228	0.12980
244.82759	-0.03376	0.06501	-0.02561	0.11142	-0.00815	0.12900
245.68966	-0.04320	0.06486	-0.04925	0.11052	0.00605	0.12815
246.55172	-0.05714	0.06522	-0.06160	0.11098	0.00446	0.12872
247.41379	-0.04305	0.06103	-0.06449	0.10845	0.02144	0.12445
248.27586	-0.04616	0.06073	-0.07755	0.10921	0.03139	0.12496
249.13793	-0.03818	0.05992	-0.11086	0.10990	0.07267	0.12517
250.00000	-0.01057	0.05757	-0.06968	0.10582	0.05911	0.12047
