Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.40904	0.39230	-0.29088	0.47278	-0.11817	0.61435
0.32069	-0.28045	0.34854	0.03707	0.33749	-0.31752	0.48516
0.34138	-0.07219	0.29303	-0.02379	0.36841	-0.04840	0.47073
0.36207	-0.03405	0.28704	0.01000	0.36024	-0.04405	0.46062
0.38276	-0.04831	0.28584	0.01280	0.35745	-0.06111	0.45769
0.40345	0.14667	0.23012	0.06434	0.33526	0.08233	0.40664
0.42414	0.10992	0.24476	0.09069	0.32843	0.01923	0.40960
0.44483	0.11752	0.23921	0.14967	0.29519	-0.03215	0.37994
0.46552	-0.01523	0.27714	0.06833	0.32331	-0.08356	0.42584
0.48621	-0.01733	0.28111	0.12026	0.30357	-0.13758	0.41374
0.50690	-0.19352	0.33868	-0.89939	1.18825	0.70587	1.23558
0.52759	-0.15011	0.31114	-0.80751	1.10836	0.65740	1.15121
0.54828	-0.12164	0.29896	-0.78841	1.03443	0.66676	1.07677
0.56897	-0.04910	0.28227	-0.95277	1.09668	0.90368	1.13243
0.58966	-0.16229	0.32322	-0.89065	1.07950	0.72836	1.12685
0.61034	0.02356	0.25747	-0.90949	1.02669	0.93305	1.05848
0.63103	0.05081	0.24705	-0.94276	1.05290	0.99357	1.08150
0.65172	-0.26059	0.33388	-1.06590	1.09880	0.80531	1.14841
0.67241	-0.24181	0.32952	-0.91430	1.01911	0.67250	1.07106
0.69310	-0.16072	0.29722	-0.88640	0.99213	0.72568	1.03569
0.71379	-0.12379	0.28480	-0.78015	0.91388	0.65636	0.95723
0.73448	-0.20210	0.30525	-0.69172	0.86629	0.48962	0.91850
0.75517	-0.25499	0.30373	-0.64710	0.84123	0.39211	0.89438
0.77586	-0.15862	0.27927	0.16914	0.29073	-0.32776	0.40313
0.79655	-0.11926	0.26408	0.16205	0.29311	-0.28131	0.39453
0.81724	0.01765	0.23289	0.17824	0.28207	-0.16059	0.36579
0.83793	-0.07052	0.24765	0.19534	0.27228	-0.26586	0.36806
0.85862	-0.14479	0.25956	0.25307	0.24837	-0.39786	0.35925
0.87931	-0.21717	0.26486	0.26314	0.23827	-0.48031	0.35626
0.90000	-0.10783	0.19970	0.29186	0.20555	-0.39968	0.28658
