Boundary	Data 3SVJ_NonClosure	Data 3SVJ_NC_err	Background MC 3SVJ_NonClosure	Background MC 3SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.36364	0.63850	-1.57369	2.37419	1.21006	2.45855
0.32069	-0.34756	0.60902	0.52213	0.26466	-0.86969	0.66404
0.34138	0.03175	0.38639	0.53307	0.31072	-0.50132	0.49583
0.36207	0.09725	0.35716	0.55714	0.29808	-0.45989	0.46521
0.38276	0.03876	0.36420	0.57466	0.28191	-0.53590	0.46056
0.40345	0.06233	0.35288	0.46627	0.35812	-0.40395	0.50277
0.42414	0.11888	0.32917	0.55368	0.30312	-0.43480	0.44747
0.44483	0.11029	0.33924	0.59809	0.27035	-0.48779	0.43379
0.46552	0.14286	0.33546	0.61885	0.25495	-0.47599	0.42135
0.48621	0.13615	0.33733	0.55920	0.28536	-0.42305	0.44184
0.50690	-0.03041	0.38884	0.17539	0.50306	-0.20579	0.63582
0.52759	-0.21244	0.45621	0.21978	0.46940	-0.43222	0.65457
0.54828	-0.23077	0.47267	-0.07051	0.63986	-0.16026	0.79552
0.56897	-0.10000	0.40578	-0.09986	0.66111	-0.00014	0.77571
0.58966	-0.85542	0.76902	0.08336	0.53890	-0.93878	0.93905
0.61034	-0.74242	0.69823	0.09604	0.51514	-0.83846	0.86770
0.63103	-0.94652	0.76739	0.14836	0.47997	-1.09488	0.90513
0.65172	-0.77715	0.68074	0.14769	0.48282	-0.92485	0.83458
0.67241	-0.55556	0.52462	0.03569	0.54214	-0.59124	0.75441
0.69310	-0.45731	0.48485	0.04122	0.53835	-0.49853	0.72450
0.71379	-0.29973	0.46505	-0.34224	0.78134	0.04251	0.90927
0.73448	-0.30841	0.45560	-0.44421	0.83311	0.13580	0.94955
0.75517	-0.25000	0.42611	-0.38086	0.78398	0.13086	0.89229
0.77586	-0.03804	0.34486	-0.16136	0.65171	0.12332	0.73733
0.79655	0.10263	0.29106	-0.16342	0.65710	0.26605	0.71868
0.81724	0.10388	0.29010	0.16782	0.45760	-0.06394	0.54181
0.83793	0.15385	0.25691	0.35222	0.33897	-0.19837	0.42532
0.85862	0.18558	0.24444	0.20551	0.41127	-0.01994	0.47843
0.87931	0.17796	0.24185	0.25692	0.37837	-0.07896	0.44906
0.90000	0.06495	0.24039	0.20841	0.37209	-0.14346	0.44298
