Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.12916	0.09505	-0.22394	0.22783	0.35311	0.24687
0.32069	0.13893	0.09157	-0.27079	0.22767	0.40972	0.24540
0.34138	0.12613	0.09057	-0.28933	0.22507	0.41546	0.24261
0.36207	0.16642	0.08463	-0.21696	0.20785	0.38338	0.22442
0.38276	0.10274	0.08888	-0.17103	0.19378	0.27377	0.21319
0.40345	0.08621	0.08863	-0.17952	0.18505	0.26573	0.20518
0.42414	0.08426	0.08740	-0.36728	0.19362	0.45154	0.21244
0.44483	0.05582	0.08823	-0.36739	0.20257	0.42321	0.22095
0.46552	0.01791	0.08916	-0.35410	0.19427	0.37201	0.21375
0.48621	-0.02421	0.09112	-0.38451	0.19224	0.36030	0.21274
0.50690	-0.07216	0.09323	-0.28900	0.16846	0.21684	0.19254
0.52759	-0.02608	0.08637	-0.23328	0.16058	0.20721	0.18233
0.54828	-0.09116	0.08933	-0.08826	0.14615	-0.00290	0.17129
0.56897	-0.08007	0.08628	-0.12006	0.14498	0.03999	0.16871
0.58966	-0.13725	0.08823	-0.12243	0.14264	-0.01482	0.16772
0.61034	-0.10531	0.08248	-0.12807	0.13793	0.02276	0.16071
0.63103	-0.14430	0.08332	-0.13305	0.13809	-0.01125	0.16128
0.65172	-0.11136	0.07886	-0.18272	0.14193	0.07136	0.16237
0.67241	-0.15397	0.08005	-0.14800	0.13236	-0.00597	0.15468
0.69310	-0.12666	0.07561	-0.11212	0.12904	-0.01454	0.14956
0.71379	-0.10197	0.07182	-0.09206	0.12108	-0.00991	0.14078
0.73448	-0.10753	0.07021	-0.07452	0.11752	-0.03301	0.13690
0.75517	-0.09153	0.06709	-0.06475	0.11130	-0.02678	0.12996
0.77586	-0.07647	0.06392	-0.08396	0.10938	0.00749	0.12669
0.79655	-0.08038	0.06204	-0.06325	0.10302	-0.01713	0.12026
0.81724	-0.06775	0.05915	-0.05714	0.10053	-0.01061	0.11664
0.83793	-0.05258	0.05640	-0.08941	0.09938	0.03683	0.11427
0.85862	-0.06510	0.05496	-0.11275	0.09930	0.04764	0.11350
0.87931	-0.06700	0.05288	-0.09033	0.09490	0.02333	0.10863
0.90000	-0.08417	0.05084	-0.09108	0.09076	0.00691	0.10403
