Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.05430	0.03566	-0.04971	0.04235	-0.00460	0.05536
0.32069	-0.03820	0.03464	-0.06889	0.04266	0.03069	0.05495
0.34138	-0.04205	0.03484	-0.06538	0.04349	0.02333	0.05572
0.36207	-0.02625	0.03435	-0.04406	0.04385	0.01781	0.05570
0.38276	-0.02207	0.03377	-0.05524	0.04354	0.03317	0.05510
0.40345	-0.01244	0.03340	-0.06720	0.04414	0.05477	0.05536
0.42414	0.00881	0.03249	-0.05082	0.04310	0.05962	0.05397
0.44483	0.00148	0.03259	-0.04992	0.04316	0.05140	0.05409
0.46552	-0.01104	0.03235	-0.04701	0.04247	0.03597	0.05339
0.48621	-0.02327	0.03244	-0.02857	0.04225	0.00530	0.05327
0.50690	-0.03706	0.03250	-0.03243	0.04219	-0.00463	0.05326
0.52759	-0.02861	0.03148	-0.05085	0.04181	0.02224	0.05234
0.54828	-0.01348	0.03052	-0.04529	0.04140	0.03181	0.05144
0.56897	-0.00546	0.02970	-0.05434	0.04119	0.04888	0.05078
0.58966	-0.00773	0.02917	-0.03518	0.03918	0.02746	0.04885
0.61034	-0.01791	0.02825	-0.05931	0.03823	0.04140	0.04753
0.63103	-0.01236	0.02760	-0.04495	0.03711	0.03259	0.04625
0.65172	-0.00685	0.02702	-0.02701	0.03620	0.02016	0.04517
0.67241	-0.02652	0.02709	-0.03603	0.03556	0.00951	0.04470
0.69310	-0.03325	0.02658	-0.03501	0.03445	0.00175	0.04351
0.71379	-0.02129	0.02569	-0.05170	0.03467	0.03041	0.04315
0.73448	-0.01246	0.02483	-0.06228	0.03461	0.04982	0.04260
0.75517	-0.00584	0.02391	-0.06219	0.03353	0.05635	0.04118
0.77586	-0.00113	0.02318	-0.05573	0.03262	0.05460	0.04002
0.79655	-0.00012	0.02251	-0.02985	0.03090	0.02973	0.03823
0.81724	-0.00662	0.02201	-0.03794	0.03040	0.03132	0.03753
0.83793	-0.01586	0.02148	-0.04727	0.02975	0.03141	0.03669
0.85862	-0.01934	0.02086	-0.04364	0.02866	0.02430	0.03545
0.87931	-0.01303	0.02009	-0.06240	0.02856	0.04937	0.03492
0.90000	-0.00016	0.01891	-0.06144	0.02734	0.06128	0.03324
