Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.02192	0.11404	0.08688	0.14552	-0.10880	0.18488
225.86207	-0.02013	0.11272	0.09382	0.14300	-0.11395	0.18208
226.72414	-0.09081	0.11330	0.10890	0.13514	-0.19971	0.17635
227.58621	-0.08956	0.11232	0.10773	0.13445	-0.19729	0.17520
228.44828	-0.10397	0.11277	0.11427	0.13249	-0.21824	0.17398
229.31034	-0.10029	0.11155	0.11161	0.13326	-0.21190	0.17379
230.17241	-0.08777	0.10935	0.10254	0.13384	-0.19031	0.17283
231.03448	-0.12810	0.11044	0.11779	0.13359	-0.24589	0.17333
231.89655	-0.14501	0.11143	0.11335	0.13373	-0.25836	0.17407
232.75862	-0.16017	0.11222	0.11297	0.13306	-0.27314	0.17406
233.62069	-0.13666	0.10343	0.05850	0.13402	-0.19515	0.16929
234.48276	-0.10759	0.10046	0.06747	0.13224	-0.17505	0.16608
235.34483	-0.07970	0.09768	0.09468	0.12815	-0.17438	0.16113
236.20690	-0.08934	0.09829	0.09351	0.12807	-0.18285	0.16144
237.06897	-0.07144	0.09654	0.09180	0.12834	-0.16324	0.16059
237.93103	-0.09830	0.09891	0.10271	0.12701	-0.20101	0.16098
238.79310	-0.13262	0.10208	0.15353	0.12012	-0.28616	0.15764
239.65517	-0.09413	0.09876	0.14847	0.12140	-0.24260	0.15650
240.51724	-0.03659	0.09022	0.14408	0.11770	-0.18067	0.14830
241.37931	-0.03085	0.09012	0.15779	0.11692	-0.18864	0.14762
242.24138	0.02032	0.08895	0.14338	0.12938	-0.12306	0.15701
243.10345	0.03514	0.08821	0.12693	0.13294	-0.09179	0.15955
243.96552	0.01890	0.09061	0.10431	0.13859	-0.08541	0.16558
244.82759	0.07000	0.08728	0.12250	0.13662	-0.05250	0.16212
245.68966	0.07296	0.08895	0.13621	0.13692	-0.06326	0.16327
246.55172	0.12255	0.08672	0.17430	0.13669	-0.05175	0.16188
247.41379	0.12518	0.08613	0.14092	0.13608	-0.01574	0.16105
248.27586	0.10961	0.09230	0.15475	0.14399	-0.04514	0.17103
249.13793	0.02683	0.11146	0.10564	0.15455	-0.07880	0.19055
250.00000	-0.00828	0.16224	0.17897	0.18352	-0.18725	0.24495
