Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.02185	0.15711	0.03417	0.28405	-0.01232	0.32460
0.32069	0.01313	0.15397	0.00558	0.28368	0.00756	0.32278
0.34138	0.05961	0.13792	0.06035	0.26662	-0.00074	0.30018
0.36207	0.05597	0.13573	0.10455	0.24298	-0.04858	0.27832
0.38276	0.04900	0.13214	0.07710	0.23992	-0.02811	0.27391
0.40345	0.03249	0.13175	0.08107	0.22874	-0.04858	0.26396
0.42414	0.02323	0.12969	0.00827	0.21907	0.01496	0.25458
0.44483	-0.07123	0.14049	0.15176	0.18293	-0.22299	0.23066
0.46552	-0.05328	0.13309	0.15041	0.17798	-0.20369	0.22223
0.48621	-0.10695	0.13737	0.15173	0.17293	-0.25868	0.22085
0.50690	-0.07585	0.12338	0.06585	0.17734	-0.14170	0.21603
0.52759	-0.02195	0.11437	0.03470	0.17672	-0.05665	0.21050
0.54828	-0.01694	0.10984	0.01941	0.16979	-0.03635	0.20221
0.56897	-0.01178	0.10683	-0.02809	0.16736	0.01631	0.19855
0.58966	-0.02481	0.10481	-0.08807	0.18730	0.06327	0.21463
0.61034	0.00099	0.09859	-0.08781	0.17812	0.08880	0.20358
0.63103	-0.00916	0.09648	-0.04249	0.17188	0.03333	0.19711
0.65172	-0.00008	0.09304	-0.07727	0.18228	0.07718	0.20465
0.67241	0.05059	0.08248	0.01281	0.15294	0.03778	0.17376
0.69310	0.02582	0.08196	0.02913	0.15538	-0.00331	0.17567
0.71379	0.07464	0.07904	-0.13663	0.17886	0.21127	0.19554
0.73448	0.08644	0.07583	-0.13202	0.17157	0.21847	0.18757
0.75517	0.06753	0.07525	-0.17030	0.16931	0.23783	0.18528
0.77586	0.02831	0.07561	-0.14341	0.16221	0.17172	0.17896
0.79655	-0.05912	0.07981	-0.13751	0.15575	0.07839	0.17501
0.81724	-0.08198	0.07850	-0.07074	0.13928	-0.01124	0.15988
0.83793	-0.05545	0.07054	-0.11810	0.13445	0.06266	0.15183
0.85862	-0.02511	0.06585	-0.04951	0.12591	0.02440	0.14209
0.87931	-0.02854	0.06336	-0.06241	0.11950	0.03387	0.13526
0.90000	-0.04043	0.06050	-0.08192	0.11911	0.04149	0.13359
