Boundary	Data 0SVJ_NonClosure	Data 0SVJ_NC_err	Background MC 0SVJ_NonClosure	Background MC 0SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.00057	0.02592	-0.01870	0.02454	0.01813	0.03569
0.32069	0.00400	0.02572	-0.01859	0.02528	0.02259	0.03606
0.34138	0.01055	0.02490	-0.01058	0.02548	0.02113	0.03563
0.36207	0.01482	0.02526	-0.00431	0.02594	0.01913	0.03621
0.38276	0.01362	0.02513	-0.01074	0.02582	0.02436	0.03603
0.40345	0.01310	0.02553	0.00366	0.02600	0.00943	0.03644
0.42414	0.01274	0.02575	-0.01211	0.02672	0.02485	0.03711
0.44483	0.01808	0.02588	-0.01273	0.02637	0.03081	0.03695
0.46552	0.00664	0.02579	-0.01673	0.02598	0.02337	0.03661
0.48621	-0.00227	0.02611	-0.01027	0.02628	0.00799	0.03705
0.50690	-0.00942	0.02466	-0.00285	0.02479	-0.00657	0.03496
0.52759	-0.01194	0.02421	-0.00982	0.02456	-0.00212	0.03449
0.54828	-0.02783	0.02448	-0.01074	0.02485	-0.01709	0.03488
0.56897	-0.01930	0.02412	-0.02058	0.02491	0.00128	0.03467
0.58966	-0.01389	0.02378	-0.02838	0.02462	0.01449	0.03423
0.61034	-0.02105	0.02303	-0.03556	0.02430	0.01451	0.03349
0.63103	-0.02104	0.02278	-0.02964	0.02412	0.00860	0.03318
0.65172	-0.01840	0.02243	-0.01407	0.02367	-0.00434	0.03261
0.67241	-0.02027	0.02135	-0.01567	0.02317	-0.00460	0.03151
0.69310	-0.02475	0.02083	-0.01536	0.02251	-0.00939	0.03067
0.71379	-0.00629	0.02097	-0.01880	0.02371	0.01251	0.03165
0.73448	-0.00174	0.02047	-0.01286	0.02308	0.01112	0.03085
0.75517	-0.00858	0.01995	-0.00783	0.02226	-0.00075	0.02989
0.77586	0.00403	0.01916	-0.01102	0.02191	0.01505	0.02910
0.79655	0.00697	0.01858	-0.01132	0.02176	0.01829	0.02861
0.81724	0.01011	0.01801	0.00111	0.02096	0.00900	0.02764
0.83793	0.01234	0.01653	-0.01013	0.01960	0.02247	0.02564
0.85862	0.00239	0.01622	-0.01070	0.01930	0.01309	0.02521
0.87931	-0.00745	0.01595	-0.00588	0.01890	-0.00157	0.02473
0.90000	0.00145	0.01520	-0.01285	0.01840	0.01429	0.02387
