Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.00343	0.03448	-0.02907	0.04132	0.03250	0.05382
0.32069	0.01638	0.03351	-0.04324	0.04175	0.05961	0.05354
0.34138	0.01747	0.03163	-0.06353	0.04160	0.08100	0.05226
0.36207	0.03188	0.03102	-0.05961	0.04181	0.09149	0.05206
0.38276	0.02778	0.03051	-0.04400	0.04140	0.07178	0.05143
0.40345	0.01585	0.03043	-0.01549	0.03992	0.03135	0.05020
0.42414	0.02150	0.02995	-0.01157	0.03957	0.03307	0.04962
0.44483	0.03719	0.02920	-0.03048	0.04296	0.06767	0.05194
0.46552	0.03100	0.02851	-0.01382	0.04196	0.04481	0.05073
0.48621	0.03626	0.02778	0.00352	0.04075	0.03274	0.04932
0.50690	0.04306	0.02543	-0.00020	0.03855	0.04327	0.04618
0.52759	0.03923	0.02493	-0.00548	0.03753	0.04471	0.04506
0.54828	0.03068	0.02485	-0.00467	0.03716	0.03535	0.04470
0.56897	0.02682	0.02481	0.01262	0.03653	0.01420	0.04415
0.58966	0.03349	0.02461	0.02239	0.03633	0.01110	0.04388
0.61034	0.02097	0.02451	0.02161	0.03535	-0.00064	0.04302
0.63103	0.00247	0.02496	0.03104	0.03502	-0.02857	0.04301
0.65172	0.00208	0.02504	0.02618	0.03602	-0.02410	0.04387
0.67241	-0.01553	0.02460	0.01936	0.03528	-0.03489	0.04301
0.69310	-0.02478	0.02466	0.01683	0.03511	-0.04162	0.04290
0.71379	-0.04508	0.02636	0.02524	0.03659	-0.07032	0.04510
0.73448	-0.04445	0.02674	0.03428	0.03709	-0.07872	0.04572
0.75517	-0.03429	0.02643	0.03971	0.03741	-0.07400	0.04581
0.77586	-0.04070	0.02698	0.03181	0.03830	-0.07252	0.04685
0.79655	-0.03408	0.02671	0.05171	0.03773	-0.08578	0.04623
0.81724	-0.02177	0.02610	0.04016	0.03789	-0.06192	0.04601
0.83793	-0.02730	0.02432	0.04000	0.03483	-0.06730	0.04249
0.85862	-0.03748	0.02434	0.03441	0.03507	-0.07189	0.04269
0.87931	-0.02974	0.02388	0.04790	0.03422	-0.07764	0.04173
0.90000	-0.03594	0.02332	0.05358	0.03307	-0.08952	0.04046
