Boundary	Data 1SVJ_NonClosure	Data 1SVJ_NC_err	Background MC 1SVJ_NonClosure	Background MC 1SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.01995	0.02472	-0.00546	0.03642	-0.01449	0.04401
225.86207	-0.01774	0.02474	-0.00911	0.03664	-0.00863	0.04420
226.72414	-0.01912	0.02373	-0.00334	0.03502	-0.01578	0.04230
227.58621	-0.01887	0.02378	0.00295	0.03498	-0.02182	0.04229
228.44828	-0.01966	0.02385	0.00379	0.03513	-0.02346	0.04246
229.31034	-0.01815	0.02389	0.00305	0.03532	-0.02120	0.04264
230.17241	-0.01550	0.02391	0.00397	0.03549	-0.01946	0.04279
231.03448	-0.01798	0.02438	0.00304	0.03536	-0.02103	0.04295
231.89655	-0.02160	0.02454	0.00300	0.03557	-0.02460	0.04321
232.75862	-0.02577	0.02473	0.00094	0.03580	-0.02671	0.04351
233.62069	-0.02141	0.02326	0.01182	0.03318	-0.03323	0.04052
234.48276	-0.02350	0.02339	0.01497	0.03317	-0.03847	0.04059
235.34483	-0.01925	0.02336	0.01722	0.03327	-0.03647	0.04066
236.20690	-0.01683	0.02340	0.01549	0.03349	-0.03231	0.04085
237.06897	-0.01878	0.02351	0.01410	0.03370	-0.03288	0.04109
237.93103	-0.01781	0.02357	0.00908	0.03402	-0.02688	0.04139
238.79310	-0.01914	0.02367	0.00924	0.03423	-0.02838	0.04162
239.65517	-0.01529	0.02366	0.00836	0.03448	-0.02365	0.04182
240.51724	-0.02337	0.02300	0.01919	0.03281	-0.04257	0.04007
241.37931	-0.02483	0.02313	0.01930	0.03297	-0.04412	0.04027
242.24138	-0.02928	0.02437	0.02841	0.03400	-0.05769	0.04183
243.10345	-0.03068	0.02452	0.02790	0.03422	-0.05858	0.04210
243.96552	-0.03130	0.02466	0.03283	0.03420	-0.06413	0.04217
244.82759	-0.03583	0.02491	0.03027	0.03450	-0.06610	0.04256
245.68966	-0.04278	0.02525	0.03389	0.03453	-0.07667	0.04277
246.55172	-0.03573	0.02520	0.03624	0.03481	-0.07197	0.04298
247.41379	-0.02477	0.02389	0.03435	0.03351	-0.05912	0.04115
248.27586	-0.02127	0.02400	0.03443	0.03386	-0.05570	0.04150
249.13793	-0.01878	0.02419	0.03173	0.03429	-0.05051	0.04197
250.00000	-0.02236	0.02610	0.03579	0.03677	-0.05815	0.04509
