Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.01701	0.12020	0.00599	0.18047	-0.02300	0.21683
225.86207	-0.00652	0.11792	0.00623	0.17885	-0.01276	0.21423
226.72414	-0.04440	0.11530	-0.02464	0.17497	-0.01976	0.20955
227.58621	-0.06057	0.11569	-0.02152	0.17302	-0.03905	0.20813
228.44828	-0.06593	0.11564	-0.02312	0.17103	-0.04280	0.20646
229.31034	-0.07362	0.11609	-0.02171	0.16880	-0.05192	0.20487
230.17241	-0.05911	0.11366	-0.02538	0.16805	-0.03373	0.20288
231.03448	-0.09041	0.11745	-0.01581	0.18348	-0.07460	0.21785
231.89655	-0.08889	0.11675	-0.01923	0.18227	-0.06966	0.21645
232.75862	-0.05277	0.11234	-0.02858	0.18224	-0.02419	0.21408
233.62069	-0.08712	0.10810	0.02324	0.16545	-0.11036	0.19763
234.48276	-0.11108	0.10959	0.02745	0.16341	-0.13853	0.19675
235.34483	-0.08668	0.10647	0.03575	0.16099	-0.12243	0.19301
236.20690	-0.09954	0.10691	0.04279	0.15875	-0.14233	0.19140
237.06897	-0.08583	0.10505	0.04106	0.15782	-0.12689	0.18958
237.93103	-0.08255	0.10421	0.04286	0.15669	-0.12541	0.18818
238.79310	-0.09933	0.10529	0.03973	0.15614	-0.13906	0.18832
239.65517	-0.09643	0.10436	0.03569	0.15460	-0.13212	0.18653
240.51724	-0.13822	0.10259	-0.02538	0.15834	-0.11284	0.18867
241.37931	-0.10861	0.09906	-0.02087	0.15878	-0.08774	0.18715
242.24138	-0.18703	0.10789	-0.03516	0.16485	-0.15187	0.19701
243.10345	-0.18972	0.10716	-0.02186	0.16091	-0.16786	0.19333
243.96552	-0.20591	0.10742	-0.02452	0.15965	-0.18140	0.19242
244.82759	-0.18771	0.10511	-0.03417	0.15950	-0.15354	0.19102
245.68966	-0.17939	0.10369	-0.06449	0.16182	-0.11491	0.19219
246.55172	-0.19491	0.10424	-0.08398	0.16273	-0.11093	0.19326
247.41379	-0.14587	0.09519	-0.00551	0.14147	-0.14036	0.17051
248.27586	-0.15713	0.09560	-0.04212	0.14666	-0.11500	0.17507
249.13793	-0.17839	0.09667	-0.03054	0.14376	-0.14786	0.17324
250.00000	-0.18926	0.09682	-0.03314	0.14226	-0.15613	0.17208
