Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	0.08323	0.13675	0.04908	0.16957	0.03415	0.21784
225.86207	0.09560	0.13352	0.04348	0.16905	0.05212	0.21542
226.72414	0.01820	0.13458	0.10256	0.15076	-0.08437	0.20209
227.58621	0.05025	0.12928	0.11771	0.14626	-0.06746	0.19520
228.44828	0.03841	0.12916	0.11313	0.14587	-0.07471	0.19483
229.31034	0.03400	0.12823	0.05618	0.16018	-0.02218	0.20518
230.17241	0.03715	0.12741	0.11820	0.15430	-0.08104	0.20010
231.03448	-0.05626	0.13675	0.13792	0.15510	-0.19418	0.20678
231.89655	-0.04545	0.13429	0.13070	0.15400	-0.17616	0.20433
232.75862	-0.03286	0.13203	0.17349	0.14665	-0.20635	0.19733
233.62069	-0.03679	0.12451	0.14385	0.14572	-0.18064	0.19167
234.48276	-0.04557	0.12453	0.14809	0.14407	-0.19367	0.19043
235.34483	-0.06168	0.12529	0.14410	0.14351	-0.20578	0.19051
236.20690	-0.06226	0.12479	0.15330	0.14040	-0.21555	0.18784
237.06897	-0.07725	0.12627	0.14711	0.14027	-0.22435	0.18873
237.93103	-0.07836	0.12504	0.15318	0.13816	-0.23154	0.18634
238.79310	-0.10065	0.12696	0.15069	0.13756	-0.25134	0.18720
239.65517	-0.10132	0.12575	0.15110	0.13595	-0.25242	0.18519
240.51724	-0.09010	0.11875	0.12016	0.13036	-0.21026	0.17634
241.37931	-0.06112	0.11452	0.12411	0.12800	-0.18523	0.17175
242.24138	-0.07789	0.11856	0.10957	0.13190	-0.18745	0.17736
243.10345	-0.13516	0.12312	0.05750	0.14327	-0.19266	0.18891
243.96552	-0.09277	0.11754	0.05110	0.14272	-0.14386	0.18489
244.82759	-0.08979	0.11526	-0.00912	0.15343	-0.08067	0.19190
245.68966	-0.08958	0.11405	-0.01365	0.15275	-0.07592	0.19063
246.55172	-0.08242	0.11266	-0.02446	0.15209	-0.05796	0.18927
247.41379	-0.04164	0.10286	0.00578	0.13702	-0.04742	0.17133
248.27586	-0.06239	0.10388	-0.05602	0.14674	-0.00637	0.17979
249.13793	-0.06627	0.10390	-0.02045	0.14225	-0.04582	0.17615
250.00000	-0.07225	0.10266	0.03448	0.13645	-0.10673	0.17075
